National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	17	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	17	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ Α	1-6	2005-01-01			ΔΕΗ	EL1201188	ΜΕΓΑΛΟΠΟΛΗ ΑΡΚΑΔΙΑΣ		22200	Δ. ΜΕΓΑΛΟΠΟΛΗΣ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	4463466	5518005	4463466	5072642	4463466	5672797	3744120	5300608	3744120	4461751	3744120	3422835	3828897	3076864	2114024	3237667	1680	2402432	1503	2782295	1332	2422022	1166		1005		849		699		553		
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	18	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	18	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΜΕΓΑΛΟΠΟΛΗΣ - ΜΟΝΑΔΑ IV	1-7	2005-01-01			ΔΕΗ	EL1200874	ΜΕΓΑΛΟΠΟΛΗ ΑΡΚΑΔΙΑΣ		22200	Δ. ΜΕΓΑΛΟΠΟΛΗΣ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	2604880	3151497	2604880	3422536	2604880	3329512	2196037	2190791	2196037	2914168	2196037	2694745	2196037	3009880	2196037	2658081		2847872		2418698		2205148											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	19	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	19	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΜΕΛΙΤΗΣ	1-8	2005-01-01			ΔΕΗ	EL6301207	ΜΕΛΙΤΗ ΦΛΩΡΙΝΑΣ		53071	Δ. ΜΕΛΙΤΗΣ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	2643743	1955721	2643743	1723533	2643743	2031377	1667927	1846726	1667927	1875199	1667927	2196000	1667927	1900480	1667927	1877823		1452834		2098480		1605506											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	20	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	20	ΑΗΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ	1-9	2005-01-01			ΔΕΗ	ELA400939	ΟΡΜΟΣ ΑΓ. ΓΕΩΡΓΙΟΥ	ΚΕΡΑΤΣΙΝΙ	18755	Δ. ΚΕΡΑΤΣΙΝΙΟΥ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	667589	930813	667589	852916	667589	1018981	639361	976083	639361	683421	639361	626593	639361	126792	639361	24390		835		462		10											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	21	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	21	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΛΑΥΡΙΟΥ	1-10	2005-01-01			ΔΕΗ	ELA200888	ΑΓ. ΝΙΚΟΛΑΟΣ ΘΟΡΙΚΟΥ	ΛΑΥΡΙΟ	19500	Δ. ΛΑΥΡΙΟΥ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	3135765	3055402	3135765	3509203	3135765	4191488	2992891	4092188	2992891	2700711	2992891	1617813	2992891	1566646	2992891	1249799		910971		876120		570065											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	22	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	22	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΚΟΜΟΤΗΝΗΣ	1-11	2005-01-01			ΔΕΗ	EL7300935	ΒΙΠΕ ΚΟΜΟΤΗΝΗΣ	Ν. ΡΟΔΟΠΗΣ	69100	ΚΟΜΟΤΗΝΗ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	949161	972522	949161	880058	949161	1128440	740962	1222408	740962	799406	740962	526950	740962	508677	740962	375656		288768		148404		182526											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	23	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	23	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΛΙΒΕΡΙΟΥ	1-12	2005-01-01			ΔΕΗ	EL0401154	Δ. ΤΑΜΥΝΑΙΩΝ - ΚΥΜΗΣ	ΚΑΡΑΒΟΣ ΑΛΙΒΕΡΙΟΥ	34500	ΑΛΙΒΕΡΙ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	1103991	1115197	1103991	1101392	1103991	1035194	893558	1104833	893558	582721	893558	44421	893558	3250	893558	26469		400024		557941		666918											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	24	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	24	ΑΗΣ ΛΙΝΟΠΕΡΑΜΑΤΩΝ	1-13	2005-01-01			ΔΕΗ	EL9100974	ΛΙΝΟΠΕΡΑΜΑΤΑ	Δ. ΓΑΖΙΟΥ	71500	Δ. ΜΑΛΕΒΙΖΙΟΥ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	992150	870433	992150	870305	992150	816713	781366	809374	781366	801628	781366	804496	781366	769020	781366	743481		687424		714511		724933											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	25	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	25	ΑΤΜΟΗΛΕΚΤΡΙΚΟΣ ΣΤΑΘΜΟΣ ΑΗΣ ΧΑΝΙΩΝ	1-14	2005-01-01			ΔΕΗ	EL9400867	ΞΥΛΟΚΑΜΑΡΑ - ΝΕΡΟΚΟΥΡΟΥ	ΛΙΝΟΠΕΡΑΜΑΤΑ ΗΡΑΚΛΕΙΟΥ ΚΡΗΤΗΣ	73100	XANIA	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	765538	646873	765538	702265	765538	799671	637028	632886	637028	478217	637028	438035	637028	399012	637028	382380		350335		383326		377968											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	26	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	26	ΑΗΣ ΡΟΔΟΥ	1-15	2005-01-01			ΔΕΗ	EL8100961	ΕΠ. ΟΔΟΣ ΡΟΔΟΥ - ΚΑΜΕΙΡΟΥ	ΣΟΡΩΝΗ, ΝΗΣΟΥ ΡΟΔΟΥ	85100	ΡΟΔΟΣ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	492422	568983	492422	529675	492422	545137	422712	566845	422712	564063	422712	546944	387955	562286	387954	551666		524376		495218		533097											
Greece	100-Holding Account	ΔΕΗ  ΑΕ 	27	000786301000	open	Account holder	ΔΕΗ  ΑΕ	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	Greece	27	ΑΣΠ ΛΕΣΒΟΥ	1-16	2005-01-01			ΔΕΗ	EL8301011	ΝΑΥΜΑΧΙΑΣ ΕΛΛΗΣ-ΚΟΥΡΤΖΗ	ΜΥΤΙΛΗΝΗ	81100	ΜΥΤΙΛΗΝΗ	GR			20-Combustion of fuels	PAVLOS BAXEVANIS	ΧΑΛΚΟΚΟΝΔΥΛΗ 29		10432	ΑΘΗΝΑ	GR	157600	180596	157600	179214	157600	174095	133036	150077	133036	161010	179678	184174	255220	179599	196833	171861		162549		161968		171029											
