National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Denmark	100-Holding Account	Farum Fjernvarme A M B A 	11	10663210	open	Account holder	Farum Fjernvarme A M B A	Stavnsholtvej 33		3520	Farum	Denmark	11	Farum Fjernvarme, stavnsholtcentralen	TCO2-102	2005-01-01					Stavnsholtvej 33		3520	Farum	DK			20-Combustion of fuels	Carsten Grubbe	Stavnsholtvej 33		3520	Farum	DK	1072	3437	804	1953	804	1199	2736	1858	2732	1219	2732	1600	2732	603	2732	2083	1450	2491	1298	2171	1150	2377	1006		866		732		601		476		
Denmark	100-Holding Account	Farum Fjernvarme A M B A 	12	10663210	open	Account holder	Farum Fjernvarme A M B A	Stavnsholtvej 33		3520	Farum	Denmark	12	Farum Fjernvarme, Rugmarkencentralen	TCO2-103	2005-01-01					Stavnsholtvej 33		3520	Farum	DK			20-Combustion of fuels	Carsten Grubbe	Stavnsholtvej 33		3520	Farum	DK	3058	4468	2294	2490	2293	901	1597	6492	1594	4858	1594	4710	1594	4224	1594	10216	3640	6294	3257	6831	2885	5046	2525		2175		1836		1508		1194		
Denmark	100-Holding Account	Maribo Varmeværk AMBA 	13	11135617	closed	Account holder	Maribo Varmeværk AMBA	C.E. Christiansens Vej 40		4930	Maribo	Denmark	13	Maribo Varmeværk	11135617-1000187343-0024-20041001	2005-01-01	2012-12-31				C.E. Christiansens Vej 40		4930	Maribo	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Jørgen Jørgensen	C.E. Christiansens Vej 40		4930	Maribo	DK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Denmark	100-Holding Account	Værløse Varmeværk Amba 	14	11899412	open	Account holder	Værløse Varmeværk Amba	Klostergårdsvej 59.		3500	Værløse	Denmark	14	Værløse Varmeværk	TCO2-575	2005-01-01					Klostergårdsvej 59		3500	Værløse	DK			20-Combustion of fuels	Frantz Lundquist	Klostergårdsvej 59		3500	Værløse	DK	874	2361	656	1704	656	640	712	2064	712	1777	712	2138	712	1748	712	2852	1703	1977	1525	711	675	561	591		509		430		353		280		
Denmark	100-Holding Account	Ishøj Varmeværk 	15	11931316	closed	Account holder	Ishøj Varmeværk	Industrivangen 34		2635	Ishøj	Denmark	15	Ishøj Kommunes Varmeforsyning	11931316-1003272783-0298-20041001	2005-01-01	2012-12-31				Industrivangen 34		2635	Ishøj	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Ishøj Varmeværk	Industrivangen 34		2635	Ishøj	DK	432	0	324	0	325	1834	229	3	228	2	228	42	228	8	228	49																	
Denmark	100-Holding Account	Silkeborg Varme A/S 	16	31857759	open	Account holder	Silkeborg Varme A/S	Tietgensvej 3		8600	Silkeborg	Denmark	16	Silkeborg Varme A/S - Fjernvarmeværket Hostrupgade	TCO2-452	2005-01-01					Hostrupgade 47	Tietgensvej 3	8600	Silkeborg	DK			20-Combustion of fuels	Jacob Hvidberg						1950	3319	1462	1244	1463	4168	1477	3379	1476	3908	1476	9369	1476	8138	1476	37899	5658	26657	5064	19879	4485	24266	3925		3381		2855		2346		1856		
Denmark	100-Holding Account	Silkeborg Varme A/S 	17	31857759	open	Account holder	Silkeborg Varme A/S	Tietgensvej 3		8600	Silkeborg	Denmark	17	Silkeborg Varme A/S - Varmeværket Kejlstrupvej	TCO2-453	2005-01-01					Kejlstrupvej 38	Tietgensvej 3	8600	Silkeborg	DK			20-Combustion of fuels	Jacob Hvidberg	Forsyningen	Tietgensvej 3	8600	Silkeborg	DK	6045	1795	4534	2538	4534	5828	2903	3304	2902	2029	2902	3321	2902	366	2902	814	794	9781	1421	24137	1258	35442	1101		949		801		658		521		
Denmark	100-Holding Account	Andelsselskabet Oksbøl Varmeværk 	18	DK12787111	open	Account holder	Andelsselskabet Oksbøl Varmeværk	Industrivej 10		6840	Oksbøl	Denmark	18	Oksbøl Varmeværk	TCO2-26	2005-01-01					Industrivej 10		6840	Oksbøl	DK			20-Combustion of fuels	Preben Heldgaard Pedersen	Industrivej 10		6840	Oksbøl	DK	21698	11071	16274	9844	16273	9208	13287	8632	13283	9809	13283	12240	13283	8100	13283	6539	5988	6673	5359	4633	4747	5049	4155		3582		3027		2490		1972		
Denmark	100-Holding Account	Brørup Fjernvarme A m b a 	19	DK 13551472	open	Account holder	Brørup Fjernvarme A m b a	Vandværksvej 5		6650	Brørup	Denmark	19	Brørup Fjernvarme	TCO2-249	2005-01-01					Vandværksvej 5		6650	Brørup	DK			20-Combustion of fuels	Arne Schmidt	Vandværksvej 5		6650	Brørup	DK	16189	9371	12142	8568	12142	7850	10831	8330	10830	8598	10830	10088	10830	4527	10830	2622	5370	2654	4806	1125	4257	1009	3727		3212		2714		2233		1769		
Denmark	100-Holding Account	Lem varmeværk 	20	15763515	open	Account holder	Lem varmeværk	Askevej 5		6940	Lem st	Denmark	20	Lem Varmeværk	TCO2-338	2005-01-01					Askevej 5		6940	Lem St	DK			20-Combustion of fuels	Michael Ringkøbing	Askevej 5		6940	Lem St	DK	23902	12627	17927	12748	17927	9247	14107	6746	14106	2395	14106	3179	14106	2347	14106	2369	8156	2236	7299	1825	6466	1726	5659		4878		4122		3391		2686		
Denmark	100-Holding Account	Nils-Aage Gregersen 	21		closed	Account holder	Nils-Aage Gregersen	Hjulmagervej 20		9000	Aalborg	Denmark	21	Lindholm Central	16130990-1010513886-0585-20041001	2005-01-01					Hjulmalgervej 20		9000	Aalborg	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Nils-Aage Gregersen	Hjulmagervej 20		9000	Aalborg	DK	779	411	584	0	584																												
Denmark	100-Holding Account	Aalborg Varme A/S 	22		open	Account holder	Aalborg Varme A/S	Hjulmagervej 20		9000	Aalborg	Denmark	22	Lyngvej Central	TCO2-586	2005-01-01					Lyngvej 6		9000	Aalborg	DK			20-Combustion of fuels							2115	1297	1586	75	1586	165	1159	543	1156	117	1156	33	1156	11	1156	360	206	50	46	8	0	329	143		124		104		86		68		
Denmark	100-Holding Account	Aalborg Varme A/S 	23		open	Account holder	Aalborg Varme A/S	Hjulmagervej 20		9000	Aalborg	Denmark	23	Svendborgvej Central	TCO2-587	2005-01-01					Svendborgvej 12		9220	Aalborg Ø	DK			20-Combustion of fuels							3472	2903	2604	172	2603	48	2333	2845	2333	218	2333	99	2333	3183	2333	274	1117	103	1000	1972	885	475	387		334		282		232		183		
Denmark	100-Holding Account	Aalborg Varme A/S 	24		open	Account holder	Aalborg Varme A/S	Hjulmagervej 20		9000	Aalborg	Denmark	24	Borgmester Jørgensensvej Central	TCO2-588	2005-01-01					Borgmester Jørgensensvej 9		9000	Aalborg	DK			20-Combustion of fuels							612	427	459	13	460	100	321	72	320	64	320	40	320	16	320	122	51	69	45	11	0	53	35		30		26		21		16		
Denmark	100-Holding Account	Aalborg Varme A/S 	25		open	Account holder	Aalborg Varme A/S	Hjulmagervej 20		9000	Aalborg	Denmark	25	Højvang Varmecentral	TCO2-974	2005-01-01					Hellekisten 4		9230	Svenstrup J	DK			20-Combustion of fuels							440	227	330	21	329	40	182	15	181	36	181	5	181	2	181	97	17	18	16	3	0	22	12		11		9		8		6		
Denmark	100-Holding Account	Aalborg Varme A/S 	26		open	Account holder	Aalborg Varme A/S	Hjulmagervej 20		9000	Aalborg	Denmark	26	Gasværksvej Varmecentral	TCO2-1638	2005-01-01					Gasværksvej 28		9000	Aalborg	DK			20-Combustion of fuels							5910	6013	4433	1429	4433	298	8695	9005	8691	475	8691	1833	8691	8948	8691	5314	2879	2098	2576	6086	2282	3906	1997		1720		1453		1194		944		
Denmark	100-Holding Account	Støvring Kraftvarmeværk A.m.b.a. 	27	16276111	open	Account holder	Støvring Kraftvarmeværk A.m.b.a.	Hjedsbækvej 2	Juelstrup	9530	Støvring	Denmark	27	Støvring Varmeværk	TCO2-499	2005-01-01					Hjedsbækvej 2		9530	Støvring	DK			20-Combustion of fuels	Claus Haparanda	Hulvejen 177		9530	Støvring	DK	35431	22633	26573	20619	26574	16102	22046	18726	22042	19354	22042	24036	22042	21121	22042	16750	11587	17151	10369	15936	9186	15830	8040		6931		5857		4817		3816		
Denmark	100-Holding Account	Bjerringbro Varmeværk Amba 	28	17256319	open	Account holder	Bjerringbro Varmeværk Amba	Realskolevej 18		8850	Bjerringbro	Denmark	28	Bjerringbro Kraftvarmeværk (motor 1-4)	TCO2-987	2005-01-01					Realskolevej 18		8850	Bjerringbro	DK			20-Combustion of fuels	Charles Hansen	Realskolevej 18	Jørgens Alle 40	8850	Bjerringbro	DK	58974	22025	44231	27433	44231	11532	36754	18776	36750	12491	36750	17681	36750	14586	36750	15394	8997	13501	8051	12725	7133	11756	6243		5381		4548		3741		2963		
Denmark	100-Holding Account	Middelfart Fjernvarme a.m.b.a. 	29	28621027	open	Account holder	Middelfart Fjernvarme a.m.b.a.	Hessgade 21 b		5500	Middelfart	Denmark	29	Nørre-Aaby Kraftvarmeværk A.M.B.A.	TCO2-381	2005-01-01					Grønnegade 7		5580	Nørre Aaby	DK			20-Combustion of fuels							14636	7138	10977	6899	10976	5411	8773	5161	8769	3548	8769	4484	8769	3810	8769	3267	3559	2963	3186	1418	1411	84	0		0		0		0		0		
Denmark	100-Holding Account	Jetsmark Energiværk AMBA 	30	17000888	open	Account holder	Jetsmark Energiværk AMBA	Nørregade 81		9490	Pandrup	Denmark	30	Jetsmark Energiværk A.m.b.a.	TCO2-265	2005-01-01					Nørregade 81		9490	Pandrup	DK			20-Combustion of fuels	Henrik Sjølund	Nørregade 81		9490	Pandrup	DK	21173	13881	15880	13484	15880	13777	15672	13804	15668	14407	15668	15420	15668	14684	15668	13571	7382	14064	6606	10838	5852	8673	5122		4415		3731		3069		2431		
Denmark	100-Holding Account	TREFOR Varme A/S 	31	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	31	Kolding Varmeværk Syd	TCO2-313	2005-01-01					Rømøvej 8		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Rømøvej 8		6000	Kolding	DK	10532	114	704	351	704	215	1800	1013	1800	2993	1800	915	1800	812	1800	1789	1153	2286	1032	326	229	1130	800		689		582		478		378		
Denmark	100-Holding Account	TREFOR Varme A/S 	32	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	32	Kolding Varmeværk Dampcentralen	TCO2-315	2005-01-01					Sct. Jørgensgade 1		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Sct. Jørgensgade 1		6000	Kolding	DK	690	64	518	191	517	33	602	142	598	1047	598	451	598	323	598	943	455	1203	408	44	0	288	158		136		115		95		75		
Denmark	100-Holding Account	TREFOR Varme A/S 	33	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	33	Kolding Varmeværk Skovparken	TCO2-317	2005-01-01					Skovvangen 8 A		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Skovvangen 8 A		6000	Kolding	DK	124	9	93	133	92	17	127	580	126	550	126	338	126	272	126	273	259	349	233	0	0	36	0		0		0		0		0		
Denmark	100-Holding Account	TREFOR Varme A/S 	34	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	34	Kolding Varmeværk Strandhuse	TCO2-321	2005-01-01					Lyshøj Alle 2		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Lyshøj Alle 2		6000	Kolding	DK	11685	27	0	161	0	8	1900	346	1900	859	1900	145	1900	18	1900	147	152	376	272	10	0	4	0		0		0		0		0		
Denmark	100-Holding Account	TREFOR Varme A/S 	35	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	35	Fredericia Varmeværk, Erritsø	TCO2-1632	2005-01-01					Kokbjerg 30		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Kokbjerg 30		6000	Kolding	DK	13347	16	0	127	0	21	2170	376	2170	167	2170	168	2170	35	2170	88	98	555	88	3	0	10	0		0		0		0		0		
Denmark	100-Holding Account	TREFOR Varme A/S 	36	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	36	Nørremarkens Kedelcentral	TCO2-1635	2005-01-01					Kokbjerg 30		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Kokbjerg 30		6000	Kolding	DK	112	50	84	398	84	43	206	400	203	1094	203	758	203	565	203	689	552	1561	495	139	110	810	383		330		279		229		181		
Denmark	100-Holding Account	TREFOR Varme A/S 	37	17010131	open	Account holder	TREFOR Varme A/S	Kokbjerg 30		6000	Kolding	Denmark	37	Søndermarkens Kedelcentral	TCO2-1636	2005-01-01					Kokbjerg 30		6000	Kolding	DK			20-Combustion of fuels	Helge Schlott Hansen	Kokbjerg 30		6000	Kolding	DK	148	64	111	456	110	40	241	432	241	1315	241	618	241	521	241	596	564	1313	504	192	224	725	391		336		284		233		185		
Denmark	100-Holding Account	Bjerringbro Varmeværk Amba 	38	17256319	open	Account holder	Bjerringbro Varmeværk Amba	Realskolevej 18		8850	Bjerringbro	Denmark	38	Bjerringbro Varmeværk	TCO2-52	2005-01-01					Realskolevej 18		8850	Bjerringbro	DK			20-Combustion of fuels	Charles Hansen	Realskolevej 18		8850	Bjerringbro	DK	1488	7303	1116	4131	1116	11302	1170	8154	1168	11585	1168	11114	1168	9023	1168	8636	10051	7648	8995	5226	3984	6610	6971		6005		5071		4167		3296		
Denmark	100-Holding Account	Sønderborg Kraftvarmeværk I/S 	39	17310747	open	Account holder	Sønderborg Kraftvarmeværk I/S	Vestermark 16		6400	Sønderborg	Denmark	39	Sønderborg Kraftvarme I/S	TCO2-1063	2005-01-01				10223	Vestermark 16		6400	Sønderborg	DK			20-Combustion of fuels	Anders Grum Kjærgaard	Vestermark 16		6400	Sønderborg	DK	126310	66514	94733	66695	94733	59199	72627	56278	72624	53893	72624	49325	72624	45119	72624	4914	44974	24716	40247	28605	35654	29438	31207		26900		22733		18699		14811		
Denmark	100-Holding Account	Jægerspris Kraftvarme Amba 	40	dk18155141	open	Account holder	Jægerspris Kraftvarme Amba	Håndværkervej 9	Over Draaby	3630	Jægerspris	Denmark	40	Jægerspris Kraftvarme.	TCO2-786	2005-01-01					Håndværkervej 9		3630	Jægerspris	DK			20-Combustion of fuels	Hans Chr. Kjærgaard	Håndværkervej 9		3630	Jægerspris	DK	24244	14343	18183	14431	18182	14130	15427	13204	15427	14324	15427	15183	15427	11771	15427	9646	6793	7596	6079	6134	5385	6481	4713		4063		3434		2825		2237		
Denmark	100-Holding Account	Dorthe Bundgaard 	41		closed	Account holder	Dorthe Bundgaard	Teglholmen	A.C.Meyders Vænge 9	2450	København SV	Denmark	41	I/S Avedøreværket 2	18158779-1001442404-1650-20041001	2005-01-01					Energi E2  A/S		2450	København SV	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Frank Rasmussen	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK	1360954	878425	1020716	1371966	1020715																												
Denmark	100-Holding Account	Dong Energy Thermal Power A/S 	42	27446469	open	Account holder	Dong Energy Thermal Power A/S	Kraftværksvej 53		7000	Fredericia	Denmark	42	Avedøreværket	TCO2-269	2005-01-01				9893	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							1668232	902466	1251174	1425592	1251174	2192353	1763673	1890106	1763671	1772512	1763671	1625381	1763671	1543126	1763671	1007432	648326	1458805	538566	884002	466851	721170	408622		352222		297650		244842		193929		
Denmark	100-Holding Account	DC Generation A/S 	43	34071977	open	Account holder	DC Generation A/S	Værkmestergade 3,		8000	Århus C	Denmark	43	DTU Kraftvarmeværk	TCO2-270	2005-01-01					Anker Engelunds vej 411	A.C. Meyers Vænge 9	2800	Kongens lyngby	DK			20-Combustion of fuels							131947	64832	98960	76324	98961	68215	88580	74867	88576	67066	88576	62542	88576	63665	88576	59026	24430	26928	10931	6809	4842	8781	4238		3653		3087		2539		2011		
Denmark	100-Holding Account	Helsingør Kraftvarmeværk A/S 	44	32322735	open	Account holder	Helsingør Kraftvarmeværk A/S	Haderslevvej 25		3000	Helsingør	Denmark	44	Helsingør Kraftvarmeværk	TCO2-271	2005-01-01				6906	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							206480	95858	154860	90804	154859	77356	115228	81469	115225	66701	115225	107579	115225	70510	115225	87511	34062	72781	30482	34077	13502	24538	11818		10187		8608		7081		5609		
Denmark	100-Holding Account	Hillerød Kraftvarme Aps 	45	33504977	open	Account holder	Hillerød Kraftvarme Aps	Ægirsvej 4		3400	Hillerød	Denmark	45	Hillerød Kraftvarmeværk	TCO2-272	2005-01-01				8267	Ægirsvej 4	A.C. Meyers Vænge 9	3400	Hillerød	DK			20-Combustion of fuels	Jens Kirk Vium	Ægirsgade 4		3400	Hillerød	DK	333631	139551	250223	163566	250223	163188	201864	117248	201862	137638	201862	160739	201862	136639	201862	85695	60042	74835	53732	14984	11900	17028	10416		8978		7587		6241		4944		
Denmark	100-Holding Account	Dong Energy Thermal Power A/S 	47	27446469	open	Account holder	Dong Energy Thermal Power A/S	Kraftværksvej 53		7000	Fredericia	Denmark	47	Kyndbyværket	TCO2-274	2005-01-01					Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							25344	76900	19008	54156	19008	78298	34389	58880	34386	63068	34386	84664	34386	80193	34386	69260	9249	49352	8276	31238	7333	22140	6418		5532		4675		3846		3046		
Denmark	100-Holding Account	Dong Energy Thermal Power A/S 	48	27446469	open	Account holder	Dong Energy Thermal Power A/S	Kraftværksvej 53		7000	Fredericia	Denmark	48	Asnæsværket	TCO2-277	2005-01-01				9603	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							3294023	2499732	2470517	4167135	2470518	3246567	1765318	2484733	1765314	2430356	1765314	1929476	1765314	1607061	1765314	727317	135778	1179576	123151	943707	111718	695549	101448		92290		84197		78601		73799		
Denmark	100-Holding Account	Dong Energy Thermal Power A/S 	49	27446469	open	Account holder	Dong Energy Thermal Power A/S	Kraftværksvej 53		7000	Fredericia	Denmark	49	Stigsnæsværket	TCO2-278	2005-01-01				6905	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							636274	621590	477205	1647231	477205	903489	389526	579664	389524	216269	389524	155899	389524	18400	389524	13049	3709	75	0	0	0	0	0		0		0		0		0		
Denmark	100-Holding Account	SK-Varme A/S 	50	27736904	closed	Account holder	SK-Varme A/S	Lilleøvej 3		4220	Korsør	Denmark	50	Slagelse Kraftvarmeværk	18936674-1004267723-0279-20041001	2005-01-01	2012-12-31				Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Carsten Lunde	Lilleøvej 3		4220	Korsør	DK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
Denmark	100-Holding Account	Dong Energy Power A/S 	51	18936674	closed	Account holder	Dong Energy Power A/S	Kraftværksvej 53	.	7000	Fredericia	Denmark	51	Masnedøværket	18936674-1003922902-0280-20041001	2005-01-01	2012-04-04				Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			1-Combustion installations with a rated thermal input exceeding 20 MW	Frank Rasmussen	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK	953	2211	715	1293	715	1760	306	2315	302	1810	302	1701	302	0	0																		
Denmark	100-Holding Account	HOFOR Energiproduktion A/S 	52	35523294	open	Account holder	HOFOR Energiproduktion A/S	c/o HOFOR	Ørestads Boulevard 35	2300	København S	Denmark	52	Amagerværket	TCO2-330	2005-01-01				6901	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels	Christian Stoltze Laursen						2095018	1242910	1571264	1494879	1571264	1335663	1250995	1089604	1250992	1684995	1250992	1397806	1250992	1254754	1250992	994804	399799	1232563	332123	1262754	271497	862186	217737		170536		133551		109857		87014		
Denmark	100-Holding Account	Dong Energy Thermal Power A/S 	53	27446469	open	Account holder	Dong Energy Thermal Power A/S	Kraftværksvej 53		7000	Fredericia	Denmark	53	H.C. Ørstedsværket	TCO2-331	2005-01-01				6903	Teglholmen	A.C. Meyers Vænge 9	2450	København SV	DK			20-Combustion of fuels							562438	382251	421828	334218	421828	334107	318976	358421	318974	409959	318974	402843	318974	204524	318974	244245	249919	236420	223654	121323	99067	147826	86711		74743		63163		51956		41153		
