National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Norway	100-Holding Account	Pelagia AS 	11	989094823	open	Account holder	Pelagia AS	Postboks 444	Bradbenken 1	5805	BERGEN	Norway	11	Pelagia AS Egersund Sildoljefabrikk	NO-2006-69	2009-04-02					Åsaneveien 103		4373	Egersund	NO			20-Combustion of fuels	Bent Inge Ulset	Postboks 100		4379	Egersund	NO							11268	11519	11268	15828	11268	22614	11268	12614	11268	12667	12887	17143	12663	18346	12437	20792	12208		11977		11743		11507		11269		
Norway	100-Holding Account	Esso Norge AS 	12	914803802	open	Account holder	Esso Norge AS	Postboks 2001	Essoveien 100	3103	Tønsberg	Norway	12	Esso Norge AS, Slagentangen	NO-2006-87	2009-04-02					Postboks 2001		3103	Tønsberg	NO			21-Refining of mineral oil	Øyvind Sundberg	Postboks 2001		3103	Tønsberg	NO							333209	356483	333209	349129	333209	329645	333209	327370	333209	296194	356800	334985	350603	331085	344333	328291	337997		331593		325127		318581		312011		
Norway	100-Holding Account	ExxonMobil Exploration and Prod Norway AS 	13	914048990	open	Account holder	ExxonMobil Exploration and Prod Norway AS	Postboks 60	Grenseveien 6	4313	Sandnes	Norway	13	ExxonMobil Expl and Prod NOR AS Balder og Ringh.	NO-2007-1301	2009-04-02					Postboks 60		4064	Stavanger	NO			20-Combustion of fuels	Kåre Magne Voll	Postboks 60		4064	Stavanger	NO							0	163047	0	148107	0	124560	0	135274	0	131945	32579	159665	32013	137027	31440	148542	30862		30277		29687		29089		28489		
Norway	100-Holding Account	ExxonMobil Exploration and Prod Norway AS 	14	914048990	open	Account holder	ExxonMobil Exploration and Prod Norway AS	Postboks 60	Grenseveien 6	4313	Sandnes	Norway	14	ExxonMobil Expl and Prod NOR AS Jotunfeltet	NO-2007-1060	2009-04-02					Postboks 60		4064	Stavanger	NO			20-Combustion of fuels	Kåre Magne Voll	Postboks 60		4064	Stavanger	NO							0	180013	0	166171	0	171264	0	166427	0	160969	58640	171313	57621	180974	56591	159662	55550		54498		53435		52359		51279		
Norway	100-Holding Account	Oslofjord Varme AS 	15	979994265	open	Account holder	Oslofjord Varme AS	Brynsveien 2		1338	Sandvika	Norway	15	Oslofjord Varme AS Sandvika	NO-2006-61	2009-04-02					Brynsveien 2		1338	Sandvika	NO			20-Combustion of fuels	Atle Nørstebø	Brynsveien 2		1338	Sandvika	NO							1641	1891	1641	1686	1641	3056	1641	1033	1641	1550	9984	1104	8936	796	7914	789	6925		5966		5037		4139		3274		
Norway	100-Holding Account	Oslofjord Varme AS 	16	979994265	open	Account holder	Oslofjord Varme AS	Brynsveien 2		1338	Sandvika	Norway	16	Oslofjord Varme AS Fornebu-Lysaker	NO-2007-1228	2009-04-02					Brynsveien 2		1338	Sandvika	NO			20-Combustion of fuels	Atle Nørstebø	Brynsveien 2		1338	Sandvika	NO							1538	768	1538	1693	1538	5548	1538	4438	1538	1759	10899	509	9754	210	8639	295	7559		6511		5498		4518		3574		
Norway	100-Holding Account	Oslofjord Varme AS 	17	979994265	open	Account holder	Oslofjord Varme AS	Brynsveien 2		1338	Sandvika	Norway	17	Oslofjord Varme AS Ahus	NO-2007-1229	2009-04-02					Brynsveien 2		1338	Sandvika	NO			20-Combustion of fuels	Atle Nørstebø	Brynsveien 2		1338	Sandvika	NO							2869	3032	2869	1373	2869	3592	2869	2482	2869	1106	4011	1283	3590	361	3180	341	2782		2397		2024		1662		1316		
Norway	100-Holding Account	FREVAR KF 	18	979952171	open	Account holder	FREVAR KF	Postboks 1430	Habornveien 61	1602	Fredrikstad	Norway	18	FREVAR KF	NO-2007-1206	2009-04-02					Habornv 61		1630	Gamle Fredrikstad	NO			20-Combustion of fuels	Ann Kristin Stedjeberg	Habornv 61		1630	Gamle Fredrikstad	NO							274	808	274	794	274	915	274	1441	274	785	31038	49862	27777	49015	24603	48815	21526		18544		15659		12866		10179		
Norway	100-Holding Account	Celsa Armeringsstål AS 	19	953591421	open	Account holder	Celsa Armeringsstål AS	Postboks 500	Mo Industripark	8601	Mo i Rana	Norway	19	Celsa Armeringsstål AS	NO-2006-89	2009-04-02					Mo Industripark		8626	Mo i Rana	NO			24-Production of pig iron or steel	Eivind Birger Hansen	Mo Industripark		8626	Mo i Rana	NO							73118	69959	73118	74619	73118	78194	73118	88863	73118	100635	73186	91921	71914	100149	70628	96656	69329		68015		66688		65346		63998		
Norway	100-Holding Account	Gasnor AS 	20	955431685	open	Account holder	Gasnor AS	Postboks 63	Flyplassveien	4299	Avaldsnes	Norway	20	Gasnor AS	NO-2007-264	2009-04-02					Postboks 63		4299	Avaldsnes	NO			20-Combustion of fuels	Karl Eivind Høines	Postboks 63		4299	Avaldsnes	NO							10042	9603	10042	15101	10042	8214	10042	7766	10042	11619	9803	7873	9632	6921	9459	4625	9286		9110		8932		8752		8572		
Norway	100-Holding Account	Gassco AS 	21	983452841	open	Account holder	Gassco AS	Postboks 93		5501	Haugesund	Norway	21	Gassco AS Draupner S/E stigerørsinnretning	NO-2007-1061	2009-04-02					Postboks 93		5501	Haugesund	NO			20-Combustion of fuels	Henny May Justad	Postboks 93		5501	Haugesund	NO							0	13904	0	13339	0	14537	0	13819	0	13871		12438		17243		12813											
Norway	100-Holding Account	Gassco AS 	22	983452841	open	Account holder	Gassco AS	Postboks 93		5501	Haugesund	Norway	22	Gassco AS Kollsnes gassanlegg	NO-2006-81	2009-04-02					Postboks 93		5501	Haugesund	NO			20-Combustion of fuels	Henny May Justad	Postboks 93		5501	Haugesund	NO							64650	83480	64650	64164	64650	65655	64650	66469	64650	65643	69330	63030	68126	63729	66908	62325	65677		64433		63177		61904		60627		
Norway	100-Holding Account	Gassco AS 	23	983452841	open	Account holder	Gassco AS	Postboks 93		5501	Haugesund	Norway	23	Gassco AS Kårstø gassprosesseringsanlegg	NO-2006-82	2009-04-02					Postboks 93		5501	Haugesund	NO			20-Combustion of fuels	Henny May Justad	Postboks 93		5501	Haugesund	NO							977088	1200731	977088	1129194	977088	1073963	977088	1046342	977088	1080477	869550	1101492	854447	1191926	839166	1154743	823725		808120		792361		776406		760396		
Norway	100-Holding Account	GE Healthcare AS 	24	914829674	open	Account holder	GE Healthcare AS	Ramslandsvågen		4521	Spangereid	Norway	24	GE Healthcare AS Lindesnes Fabrikker	NO-2006-85	2009-04-02					Ramslandsvågen		4521	Spangereid	NO			20-Combustion of fuels	Tore Husby	Ramslandsvågen		4521	Lindesnes	NO							3489	2761	3489	2021	3489	3123	3489	2653	3489	1862	13408	12953	13175	11415	12940	13311	12702		12461		12218		11972		11725		
Norway	100-Holding Account	Glava AS 	25	912008754	open	Account holder	Glava AS	Postboks F	Nybråtveien 2	1801	Askim	Norway	25	Glava AS Askim	NO-2006-92	2009-04-02					Postboks F		1801	Askim	NO			31-Manufacture of glass	Tom Joel Berglind	Postboks F		1801	Askim	NO							11972	10499	11972	9725	11972	11002	11972	10396	11972	10574	6247	10602	6138	9953	6028	10718	5917		5805		5692		5577		5462		
Norway	100-Holding Account	Glava AS 	26	912008754	open	Account holder	Glava AS	Postboks F	Nybråtveien 2	1801	Askim	Norway	26	Glava AS Stjørdal	NO-2006-93	2009-04-02					Havneveien 22		7500	Stjørdal	NO			31-Manufacture of glass	Tom Joel Berglind	Postboks F		1801	Askim	NO							4568	4126	4568	4428	4568	4716	4568	4148	4568	4302	2387	4201	2345	3888	2304	4081	2262		2218		2175		2132		2087		
Norway	100-Holding Account	Glomma Papp AS 	27	912014177	closed	Account holder	Glomma Papp AS	Postboks 145	Statsminister Torps vei 17/19	1701	Sarpsborg	Norway	27	Glomma Papp AS	NO-2007-1012	2009-04-02	2012-12-31				Postboks 145		1701	Sarpsborg	NO			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Jon-Anders Olsen	Postboks 145		1701	Sarpsborg	NO							8314	10013	8314	10697	8314	17299	8314	5504	8314	125																	
Norway	100-Holding Account	Eidsiva Bioenergi AS 	28	980258165	open	Account holder	Eidsiva Bioenergi AS	Postboks 64	Merkantileveien 2	2815	Gjøvik	Norway	28	Eidsiva Bioenergi AS avdeling Hamar	NO-2007-1064	2009-04-02					Postboks 4100		2317	Hamar	NO			20-Combustion of fuels	Terje Lundberg	Postboks 4100		2317	Hamar	NO							832	1071	832	2466	832	4952	832	2590	832	764	9848	488	8812	405	7806	495	6829		5883		4968		4082		3229		
Norway	100-Holding Account	Hellefoss Paper AS 	29	887493642	open	Account holder	Hellefoss Paper AS	Postboks 69	Hellefossveien 113	3301	Hokksund	Norway	29	Hellefoss AS	NO-2007-1058	2009-04-02					Postboks 69		3301	Hokksund	NO			35-Production of pulp	Per Christian Haakensen	Solsikkveien 8		3370	Vikersund	NO							15292	15795	15292	17376	15292	21258	15292	10326	15292	1098	14298	452	14050	318	13799	332	13545		13288		13029		12767		12503		
Norway	100-Holding Account	Huhtamaki Norway AS 	30	934873319	closed	Account holder	Huhtamaki Norway AS	Viul		3514	Hønefoss	Norway	30	Huhtamaki Norway AS	NO-2007-1149	2009-04-02	2012-12-31				Viul		3514	Hønefoss	NO			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Rasso-Michael Eizenberger	Viul		3514	Hønefoss	NO							400	706	400	13	400	136	400	15	400	0																	
Norway	100-Holding Account	Hunsfos Fabrikker AS 	31	912843513	closed	Account holder	Hunsfos Fabrikker AS	Hunsøya		4700	Vennesla	Norway	31	Hunsfos Fabrikker AS	NO-2007-862	2009-04-02	2012-07-09				Hunsøya		4700	Vennesla	NO			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Stein Solheim Olsen	Hunsøya		4700	Vennesla	NO							52440	10677	52440	10239	52440	10216	52440	2184	52440	0																	
Norway	100-Holding Account	Huntonit AS 	32	971746041	open	Account holder	Huntonit AS	Postboks 21	Venneslaveien 233	4701	Vennesla	Norway	32	Huntonit AS	NO-2007-1030	2009-04-02					Venneslavegen 233		4633	Vennesla	NO			20-Combustion of fuels	Halvor Stavdal	Postboks 21		4701	Vennesla	NO							11552	14936	11552	9004	11552	5362	11552	18654	11552	10983	15887	10159	15606	5993	15319	8446	15031		14740		14447		14150		13852		
Norway	100-Holding Account	Hurum Energigjenvinning AS 	33	980430154	closed	Account holder	Hurum Energigjenvinning AS	c/o Daimyo Mølleparken 6		0459	Oslo	Norway	33	Hurum Energigjenvinning AS	NO-2007-1300	2009-04-02	2011-12-31				Vestre Strandvei 91		3482	Tofte	NO			1-Combustion installations with a rated thermal input exceeding 20 MW	Espen Aubert	Mølleparken 6		0459	Oslo	NO							21	91	0	0	0	0	0	0	0	Not Reported																	
Norway	100-Holding Account	Hurum Paper Mill AS 	34	991669507	closed	Account holder	Hurum Paper Mill AS	Postboks 115		1325	Lysaker	Norway	34	Hurum Paper Mill AS	NO-2007-1125	2009-04-02	2012-03-26				Postboks 133		2481	Tofte	NO			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Erna Ansnes	Postboks 115		1325	Lysaker	NO							7688	57	0	0	0	Not Reported	0		0																		
Norway	100-Holding Account	INEOS Bamble AS 	35	968144405	open	Account holder	INEOS Bamble AS	Asdalstrand 291		3960	Stathelle	Norway	35	INEOS Bamble AS	NO-2006-76	2009-04-02					Asdalstrand 291		3960	Stathelle	NO			42-Production of bulk chemicals	Unni Kabbe	Asdalstrand 291		3960	Stathelle	NO							45081	28169	45081	15726	45081	16162	45081	15153	45081	14202	17729	13169	17421	12437	17110	12690	16794		16477		16155		15830		15503		
Norway	100-Holding Account	INOVYN Norge AS 	36	981701046	open	Account holder	INOVYN Norge AS	Rafnes		3966	Stathelle	Norway	36	Inovyn Norge AS Rafnes	NO-2006-77	2009-04-02					Rafnes		3966	Stathelle	NO			20-Combustion of fuels	Liv Cecilie Birkeland	Rafnes		3966	Stathelle	NO							79773	80696	79773	64236	79773	77352	79773	76223	79773	79440	81736	94762	80318	88345	78881	101624	77429		75962		74482		72982		71477		
Norway	100-Holding Account	Hønefoss Fjernvarme 	37	991117776	closed	Account holder	Hønefoss Fjernvarme	Postboks 3093	Hvervenmoveien 31	3501	Hønefoss	Norway	37	Hønefoss Fjernvarme	NO-2007-1156	2009-04-02	2012-12-31				Postboks 3093		3501	Hønefoss	NO			1-Combustion installations with a rated thermal input exceeding 20 MW	Eigil Svane Søndergaard	Postboks 4091 Gulskogen		3005	Drammen	NO							142	86	142	181	142	729	142	404	142	112																	
Norway	100-Holding Account	Pelagia AS 	38	989094823	open	Account holder	Pelagia AS	Postboks 444	Bradbenken 1	5805	BERGEN	Norway	38	Pelagia AS Karmsund Fiskemel	NO-2006-70	2009-04-02					Husøyvegen 283		4262	Avaldsnes	NO			20-Combustion of fuels	Kjersti Strømsvold	Husøyvegen 283		4262	Avaldsnes	NO							14216	11513	14216	15269	14216	19707	14216	11541	14216	8234	13818	7924	13578	13104	13336	16089	13090		12842		12592		12338		12084		
Norway	100-Holding Account	Kronos Titan 	39	948616491	open	Account holder	Kronos Titan	Postboks 1415	Titangata 1	1602	Fredrikstad	Norway	39	Kronos Titan	NO-2006-54	2009-04-02					Postboks 1415		1601	Fredrikstad	NO			20-Combustion of fuels	Per Thoen	Postboks 1415		1601	Fredrikstad	NO							42390	24833	42390	26688	42390	44598	42390	46387	42390	29563	30267	33713	29741	27735	29210	27628	28672		28129		27580		27025		26467		
Norway	100-Holding Account	Larvik Cell AS 	40	985010072	closed	Account holder	Larvik Cell AS	Postboks 2090 Stubberød	Bergeløkka	3255	Larvik	Norway	40	Larvik Cell AS	NO-2007-1082	2009-04-02	2011-12-31				Postboks 2090 Stubberød		3255	Larvik	NO			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Rolf Nilsen	Postboks 2090 Stubberød		3255	Larvik	NO							3955	409	0	0	0	Not Reported	0	0	0	Not Reported																	
Norway	100-Holding Account	Lyse Neo AS 	41	982929733	open	Account holder	Lyse Neo AS	Postboks 8124	Breiflåteveien 18	4069	Stavanger	Norway	41	Lyse Neo AS	NO-2006-60	2009-04-02					Postboks 8124		4069	Stavanger	NO			20-Combustion of fuels	Vegard Dahl Lunde	Postboks 8124		4069	Stavanger	NO							728	1313	728	1556	728	3197	728	2327	728	2962	1738	792	1555	163	1378	615	1206		1038		877		721		570		
Norway	100-Holding Account	Det Norske Oljeselskap ASA 	42	989795848	open	Account holder	Det Norske Oljeselskap ASA	Munkegata 26		7011	Trondheim	Norway	42	Det norske oljeselskap ASA Alvheim	NO-2007-1068	2009-04-02					Fønix, Munkegata 26		7011	Trondheim	NO			20-Combustion of fuels													0	343901	0	193842	0	158264	0	180217	0	190515	57497	176885	44555	192493	55488	202253	54467		53435		52392		51337		50279		
Norway	100-Holding Account	Saint-Gobain Byggevarer AS Leca Avd. Rælingen 	43	973101943	open	Account holder	Saint-Gobain Byggevarer AS Leca Avd. Rælingen	Årnesvegen 80		2008	Fjerdingby	Norway	43	Weber Leca Rælingen	NO-2006-51	2009-04-02					Årnesvegen		2008	Fjerdingby	NO			32-Manufacture of ceramics	Knut Vaage	Postboks 216 Alnabru		0614	Oslo	NO							50918	48073	50918	29945	50918	31085	50918	31530	50918	29691	38317	28200	37651	25833	36978	21988	36297		35610		34915		34213		33507		
Norway	100-Holding Account	Mo Fjernvarme AS 	44	881362872	open	Account holder	Mo Fjernvarme AS	Postboks 500	Mo Industripark	8601	Mo i Rana	Norway	44	Mo Fjernvarme AS	NO-2006-53	2009-04-02					Postboks 500		8601	Mo i Rana	NO			20-Combustion of fuels	Terje Sund-Olsen	Postboks 500		8601	Mo i Rana	NO							2830	2101	2830	5113	2830	6661	2830	7681	2830	2406	4507	2612	4032	1703	3572	4439	3125		2693		2273		1868		1479		
Norway	100-Holding Account	Pelagia AS 	45	989094823	open	Account holder	Pelagia AS	Postboks 444	Bradbenken 1	5805	BERGEN	Norway	45	Pelagia AS Måløy Sildoljefabrikk	NO-2006-74	2009-04-02					Ivahavet		6718	Deknepollen	NO			20-Combustion of fuels	Vibeke Verpeide	Ivahavet		6718	Deknepollen	NO							18389	18029	18389	19303	18389	18077	18389	13433	18389	13489	12840	9439	12617	19229	12391	20413	12163		11933		11700		11464		11228		
Norway	100-Holding Account	Naturkraft AS 	46	971073780	open	Account holder	Naturkraft AS	Kårstø, Port 10		5565	Tysværvåg	Norway	46	Naturkraft AS Kårstø	NO-2006-98	2009-04-02					Kårstø		5565	Tysværvåg	NO			20-Combustion of fuels	John Terje Staveland	Kårstø	Port 10	5565	Tysværvåg	NO							323468	29886	323468	1019696	323468	985202	323468	557999	323468	25789		11239		5651		0											
Norway	100-Holding Account	Norcem AS 	47	934949145	open	Account holder	Norcem AS	Postboks 143 Lilleaker	Lilleakerveien 2B	0216	Oslo	Norway	47	Norcem AS avdeling Brevik	NO-2006-96	2009-04-02					Postboks 38		3991	Brevik	NO			29-Production of cement clinker	Per Brevik	Postboks 143 Lilleaker		0216	Oslo	NO							916654	812252	916654	824871	916654	770987	916654	761456	916654	762717	739224	794788	726384	778029	713393	744361	700267		687000		673603		660040		646429		
Norway	100-Holding Account	Norcem AS 	48	934949145	open	Account holder	Norcem AS	Postboks 143 Lilleaker	Lilleakerveien 2B	0216	Oslo	Norway	48	Norcem AS avdeling Kjøpsvik	NO-2006-95	2009-04-02					Behrens vei 15		8590	Kjøpsvik	NO			29-Production of cement clinker	Per Brevik	Postboks 143 Lilleaker		0216	Oslo	NO							395345	403316	395345	409197	395345	356168	395345	349532	395345	329427	355930	295750	349748	313301	343493	266774	337173		330785		324335		317804		311250		
Norway	100-Holding Account	Nordic Paper AS 	49	971600896	open	Account holder	Nordic Paper AS	Postboks 155	Greåkerveien 129	1720	Greåker	Norway	49	Nordic Paper AS Greåker	NO-2006-68	2009-04-02					Postboks 155		1720	Greåker	NO			36-Production of paper or cardboard	Terje Unneberg	Postboks 155		1720	Greåker	NO							23407	15094	23407	17284	23407	25770	23407	18685	23407	10967	12634	18495	12415	15803	12193	10756	11969		11742		11513		11281		11048		
Norway	100-Holding Account	Noretyl AS 	50	982726387	open	Account holder	Noretyl AS	Rafnes		3966	Stathelle	Norway	50	Noretyl AS	NO-2006-79	2009-04-02					Rafnes		3966	Stathelle	NO			42-Production of bulk chemicals	Ola Brevig	Rafnes		3966	Stathelle	NO							406782	433909	406782	439317	406782	456426	406782	475422	406782	408449	364356	488859	358027	472696	351624	465755	345155		338616		332013		325327		318619		
Norway	100-Holding Account	NorFraKalk AS 	51	987151196	open	Account holder	NorFraKalk AS	Postboks 53	Kometveien 1, 7651 Verdal	1309	Rud	Norway	51	NorFraKalk AS	NO-2006-47	2009-04-02					Kometveien 1		7650	Verdal	NO			30-Production of lime, or calcination of dolomite/magnesite	Remi Krogstad-Havnes	Postboks 53		1309	Rud	NO							198032	90124	198032	89455	198032	210607	198032	174831	198032	186867	180049	182810	176922	190175	173758	193351	170561		167330		164067		160763		157448		
Norway	100-Holding Account	Norgips Norge AS 	52	986034757	open	Account holder	Norgips Norge AS	Postboks 655 Strømsø	Svelvikveien 1080	3003	Drammen	Norway	52	Norgips Norge AS	NO-2007-1248	2009-04-02					Postboks 655 Stromsø		3003	Drammen	NO			34-Production or processing of gypsum or plasterboard	Dagfinn Mundal	Østhellinga 5a		1388	Borgen	NO							37112	39964	37112	30018	37112	33938	37112	33148	37112	28436	21512	27820	26423	27114	25951	28295	25473		24990		24503		24010		23515		
Norway	100-Holding Account	A/S Norske Shell 	53	914807077	open	Account holder	A/S Norske Shell	Postboks 40	Tankveien 1	4098	Tananger	Norway	53	A/S Norske Shell Draugenfeltet	NO-2007-1021	2009-04-02					Tankveien 1		4056	Tananger	NO			20-Combustion of fuels	Trym Edvardsson	c/o Shell Technology Norway	Drammensveien 147A	0277	Oslo	NO							0	179963	0	175982	0	176857	0	171275	0	181354	40930	190638	40219	204222	39500	187964	38773		38038		37297		36546		35792		
Norway	100-Holding Account	A/S Norske Shell 	54	914807077	open	Account holder	A/S Norske Shell	Postboks 40	Tankveien 1	4098	Tananger	Norway	54	A/S Norske Shell Ormen Lange landanlegg	NO-2006-80	2009-04-02					Tankveien 1		4056	Tananger	NO			20-Combustion of fuels	Trym Edvardsson	c/o Shell Technology Norway	Drammensveien 147A	0277	Oslo	NO							52540	39340	52540	42193	52540	38650	52540	90743	52540	73936	24857	52338	24425	43510	23988	59572	23547		23100		22651		22194		21736		
