National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Bulgaria	100-Holding Account	Toplofikatsia-Bourgas EAD 	15	102011085	open	Account holder	Toplofikatsia-Bourgas EAD	q.Lozovo		8000	Bourgas	Bulgaria	15	Toplofikatsia Bourgas	BG-P61	2008-11-30					q.Lozovo		8000	Bourgas	BG			20-Combustion of fuels												84678	80416	80416	101547	82041	87514	81963	87514	84739	91244	74544	4621816597****	77186	4136114226****	71974	3664111855****	65986	32071		27644		23361		19217		15221		
Bulgaria	100-Holding Account	KERAMAT AD,Kaspichan 	16	127023234	open	Account holder	KERAMAT AD,Kaspichan	str.Alexander Stamboliiski 77		9930	Kaspichan	Bulgaria	16	Keramat-Kaspichan	BG-P12	2008-11-30					str.Alexander Stamboliiski 77		9930	Kaspichan	BG			32-Manufacture of ceramics												23551	22687	22687	24006	7005	20689	4913	20689	8516	21571	9007	6938	9125	10633	10961	13390	10986	13144		12894		12644		12389		12133		
Bulgaria	100-Holding Account	Keramat AD 	17	127023234	closed	Account holder	Keramat AD	str.Alexander Stamboliiski 77		9930	Kaspichan	Bulgaria	17	Keramat-Vetrishte	BG-P16	2008-11-30	2013-08-13				Chumen		9809	Verishte	BG			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain												8131	8058	8058	7696	222	6633	69	6633	47	6915	14																	
Bulgaria	100-Holding Account	Keramat AD Kaspichan 	18	127023234	open	Account holder	Keramat AD Kaspichan	str.Alexander Stamboliiski 77		9930	Kaspichan	Bulgaria	18	Keramat-Divdyadovo	BG-P11	2008-11-30					q.Divdyadovo		9700	Chumen	BG			32-Manufacture of ceramics												15777	13456	13456	16082	0	13860	48	13860	17	14450	16	0	0	0	0	0	0	0		0		0		0		0		
Bulgaria	100-Holding Account	Aurubis Bulgaria AD 	19	832046871	open	Account holder	Aurubis Bulgaria AD	Industrialna zona		2070	Pirdop	Bulgaria	19	Aurubis Bulgaria AD	BG-P114	2008-11-30					Promichlena zona		2070	Pirdop	BG			28-Production or processing of non-ferrous metals	Anguel Kostov	Promichlena zona		2070	Pirdop	BG						9653	7700	7700	9840	2756	8480	4810	8480	1964	8841	1709	450014	46821	442197	40346	434289	38611	426299		418222		410067		401809		393523		
Bulgaria	100-Holding Account	Zlatna Panega Cement AD 	20	820162213	open	Account holder	Zlatna Panega Cement AD	str.Chipka 22		5760	Zlatna Panega	Bulgaria	20	Zlatna Panega Cement	BG-P6	2008-11-30					str.Chipka 22		5760	Zlatna Panega	BG			29-Production of cement clinker												745962	877407	877407	894366	416856	770771	425384	770778	379317	803628	477200	806691	327619	397935	386220	390819	474680	764179		749700		735081		720280		705427		
Bulgaria	100-Holding Account	Toplofikacia Gabrovo EAD 	21	107009273	open	Account holder	Toplofikacia Gabrovo EAD	str.Industrialna 6		5300	Gabrovo	Bulgaria	21	Toplofikacia Gabrovo	BG-P59	2008-11-30					str.Industrialna 6		5300	Gabrovo	BG			20-Combustion of fuels	Kamen Mladenov	General Leonov, str, №98, ap.20		3000	Vratsa	BG						30280	27760	27760	33290	30310	28690	25878	28690	29649	29913	24770	17645	24206	14520	26523	11737	17677	9288		7157		5331		3795		2935		
Bulgaria	100-Holding Account	Fazerles AD 	22	828013698	closed	Account holder	Fazerles AD	Silistra		7500	Silistra	Bulgaria	22	Fazerles	BG-P50	2008-11-30	2013-08-01				Silistra		7500	Silistra	BG			1-Combustion installations with a rated thermal input exceeding 20 MW	Manol Todorov	str.Han Omurtag 22,en.B,et.5,ap.10		7500	Silistra	BG						12455	3149	3149	12696	1114	10941	0	10941	0	11408	0																	
Bulgaria	100-Holding Account	Marizatex PLC 	23	115025302	closed	Account holder	Marizatex PLC	bul.Vasil Levski 144		4003	Plovdiv	Bulgaria	23	Marizatex	BG-P83	2008-11-30					bul.Vasil Levski 144		4003	Plovdiv	BG			1-Combustion installations with a rated thermal input exceeding 20 MW	Hristo Enkin	General Karzov 24		4300	Karlovo	BG						3182	2071	2071	0	Not Reported	0	Not Reported	0		0																		
Bulgaria	100-Holding Account	EVN- Bulgaria Toplofikaciy 	24	115016602	open	Account holder	EVN- Bulgaria Toplofikaciy	bul.Vasil Levski 236		4003	Plovdiv	Bulgaria	24	TEZ Plovdiv - Sever	BG-P39	2008-11-30					bul.Vasil Levski 236		4003	Plovdiv	BG			20-Combustion of fuels	Kiril Lazarov	bul.Vasil Levski 236		4003	Plovdiv	BG						118892	101716	101716	142576	102831	122873	94841	122874	82802	274442	157798	73240113962****	148979	6554297682****	141181	5806581402****	147367	50822		43807		37019		30452		24120		
Bulgaria	100-Holding Account	EVN- Bulgaria Toplofikaciya 	25	115016602	open	Account holder	EVN- Bulgaria Toplofikaciya	bul.Vasil Levski 236		4003	Plovdiv	Bulgaria	25	TEZ Plovdiv - Iug	BG-P49	2008-11-30					bul.Vasil Levski 236		4003	Plovdiv	BG			20-Combustion of fuels	Kiril Lazarov	bul.Vasil Levski 236		4003	Plovdiv	BG						13667	11817	11817	16390	11528	14125	15605	14125	14010	14727	3136	3218	3531	2880	2358	3351	5209	2932		2526		2133		1752		1387		
Bulgaria	100-Holding Account	Toplofikaciy Razgrad EAD 	26	116019472	open	Account holder	Toplofikaciy Razgrad EAD	str.Cherna		7200	Razgrad	Bulgaria	26	Toplofikaciy Razgrad EAD	BG-P33	2008-11-30					str.Cherna		7200	Razgrad	BG			20-Combustion of fuels												6664	6355	6355	7992	7229	12088	14498	12456	13922	14354	13245	60706704****	12975	54335746****	13047	48124788****	11087	4212		3631		3069		2524		1999		
Bulgaria	100-Holding Account	TOPLOFIKATSIA - VRATSA EAD 	27	106006256	open	Account holder	TOPLOFIKATSIA - VRATSA EAD	str. Maksim Gorki 9		3000	Vratsa	Bulgaria	27	TOPLOFIKATSIA - VRATSA ?Ts MLADOST	BG-P2	2008-11-30					Iztochna Promishlena zona		3000	Vratsa	BG			20-Combustion of fuels	Kameliya Shushkova	str. Maksim Gorki 9		3000	Vratsa	BG						15263	11862	11862	18304	9433	15774	10181	15774	10069	16447	15946	10588	16074	9267	15078	8208	15263	7182		6186		5224		4292		3396		
Bulgaria	100-Holding Account	" TOPLOFIKATSIA - VRATSA" EAD 	28	106006256	open	Account holder	" TOPLOFIKATSIA - VRATSA" EAD	str. Maksim Gorki 9		3000	Vratsa	Bulgaria	28	TOPLOFIKATSIA - VRATSA TETs GRADSKA	BG-P20	2008-11-30					str. Shipka 1		3000	Vratsa	BG			20-Combustion of fuels	Kameliya Shushkova	str. Maksim Gorki 9		3000	Vratsa	BG						25427	26257	26257	31488	30648	27136	30997	27137	32576	28293	29881	143485772****	28418	128404947****	27235	113754123****	26106	9957		8582		7252		5966		4726		
Bulgaria	100-Holding Account	Balkanpharma-Troyan AD 	29	820174176	open	Account holder	Balkanpharma-Troyan AD	str. Krairechna 1		5600	Troyan	Bulgaria	29	Balkanpharma-Troyan	BG-P19	2008-11-30					str. Krairechna 1		5600	Troyan	BG			20-Combustion of fuels	Mihail Dyankov	str. Krairechna 1		5600	Troyan	BG						6279	5157	5157	6400	4573	5516	2968	5516	2141	5751	1989	2375	1748	2334	1839	2292	1775	2250		2208		2165		2121		2077		
Bulgaria	100-Holding Account	Wienerberger EOOD 	30	131343496	open	Account holder	Wienerberger EOOD	str. Sv. Pimen Zografski	Biznes sgrada 2 et 2 ofice 1	1172	Sofia	Bulgaria	30	Wienerberger	BG-P7	2008-11-30					str. Kozlodui 13		5770	Lukovit	BG			32-Manufacture of ceramics												8703	44573	44573	53191	23051	45841	26175	45841	15862	47795	24140	39872	27866	39179	21725	38478	22824	37770		37054		36332		35601		34866		
Bulgaria	100-Holding Account	TEC Marica 3 AD 	31	126526421	open	Account holder	TEC Marica 3 AD	Promishlena zona		6400	Dimitrovgrad	Bulgaria	31	TEC Marica 3	BG-P84	2008-11-30					Promishlena zona		6400	Dimitrovgrad	BG			20-Combustion of fuels	Denka Topalova	Industrialna zona Orion	str. 3020-34 et.6	1360	Sofia	BG						882507	728330	728330	438327	761765	377754	631152	377757	234499	580134	138659	0351934****	694780	0412546****	479816	0343789****	20014											
Bulgaria	100-Holding Account	BRIKEL EAD 	32	123526494	open	Account holder	BRIKEL EAD	Promishlena zona		6280	Galabovo	Bulgaria	32	TEC kam BRIKEL EAD	BG-P92	2008-11-30					Promishlena zona		6280	Galabovo	BG			20-Combustion of fuels	Iva Tsvetkova	Promishlena zona		6280	Galabovo	BG						1962283	1751501	1751501	789199	1452041	680138	1292676	680144	297585	1231233	1087889	372130564768****	1074467	332546484087****	1179578	294185403406****	956267	257126		221319		186763		153409		121445		
Bulgaria	100-Holding Account	Agropolychim AD 	33	813095287	open	Account holder	Agropolychim AD	Industrialna zona		9160	Devnya	Bulgaria	33	Agropolychim	BG-P94	2008-11-30					Industrialna zona		9160	Devnya	BG			38-Production of nitric acid	Miroslava Tsvetkova	ul. 'Ivan Rilski' 24, ap.10		9000	Varna	BG						223648	209146	209146	227971	192835	196467	225368	196469	262332	204842	192764	394200	493635	387354	491840	380425	544934	373426		366351		359207		351974		344717		
Bulgaria	100-Holding Account	INTER PIPE  AD 	34	131026510	closed	Account holder	INTER PIPE  AD	Sofia		1870	Sofia	Bulgaria	34	INTER PIPE	BG-P128	2008-11-30	2014-08-07				Sofia		1870	Sofia	BG			1-Combustion installations with a rated thermal input exceeding 20 MW												5231	5503	5503	5609	2825	4834	1629	4834	0	5040	0		0															
Bulgaria	100-Holding Account	Sofia Med SA 	35	130144438	open	Account holder	Sofia Med SA	str.Dimitar Pechev 4		1528	Sofia	Bulgaria	35	Sofia Med	BG-P102	2008-11-30					str.Dimitar Pechev 4		1528	Sofia	BG			28-Production or processing of non-ferrous metals	Andreas Deligiannis	str.Dimitar Pechev 4		1528	Sofia	BG						13617	12910	12910	13880	8780	11962	11975	11962	13255	12472	14055	12943	14679	12718	14124	12490	17539	12261		12028		11794		11556		11318		
Bulgaria	100-Holding Account	AMYLUM BULGARIA EAD 	36	826034900	open	Account holder	AMYLUM BULGARIA EAD	Severna industrialna zona		7200	Razgrad	Bulgaria	36	AMYLUM BULGARIA	BG-P17	2008-11-30					Severna industrialna zona		7200	Razgrad	BG			20-Combustion of fuels	Svetlozar Karadzhov	Severna industrialna zona		7200	Razgrad	BG						39170	38465	38465	41131	39257	44150	48244	47450	49908	52257	49013	41995	52923	41265	52723	40527	54953	39781		39027		38267		37496		36723		
Bulgaria	100-Holding Account	Keramika Burgas LTD 	37	812116668	open	Account holder	Keramika Burgas LTD	q.Sarafovo,B.P.165		8000	Burgas	Bulgaria	37	Keramika Burgas	BG-P67	2008-11-30					q.Sarafovo,B.P.165		8000	Burgas	BG			32-Manufacture of ceramics												11568	9053	9053	11792	5267	10162	4023	10162	8578	10595	7065	8616	8532	8466	11090	8315	7183	8162		8007		7850		7693		7534		
Bulgaria	100-Holding Account	KERAMINGENERING AD 	38	121038813	open	Account holder	KERAMINGENERING AD	Bagrenci		2530	Bagrenci	Bulgaria	38	KERAMINGENERING-klon KZ  BAGRENCI	BG-P48	2008-11-30					Bagrenci		2530	Bagrenci	BG			32-Manufacture of ceramics	Emilia Draganova	Bagrenci		2530	Bagrenci	BG						3702	3544	3544	3774	1043	3252	658	3252	825	3391	380	418	590	410	400	403	347	396		388		380		373		365		
Bulgaria	100-Holding Account	Svilosa  AD 	39	814191178	open	Account holder	Svilosa  AD	Zapadna industrialna zona		5253	Svichtov	Bulgaria	39	Svilosa - SVILOCELL EAD	BG-P98	2008-11-30					Zapadna industrialna zona		5253	Svichtov	BG			35-Production of pulp	Mihail Kolchev	str.Todor Peev 2		5250	Svichtov	BG						17179	23641	23641	66186	1160	57040	14439	57040	16865	59471	7157	17391	2440	17089	2791	16782	15042	16473		16162		15847		15527		15207		
Bulgaria	100-Holding Account	Toplofikacia Pleven EAD 	40	114005624	open	Account holder	Toplofikacia Pleven EAD	Iztochna industrialna zona 128		5800	Pleven	Bulgaria	40	Toplofikacia Pleven	BG-P73	2008-11-30					Iztochna industrialna zona 128		5800	Pleven	BG			20-Combustion of fuels	Danail Kamenov	str.N.Rilski 57,et.8,ap.37		5800	Pleven	BG						118591	162051	162051	203357	161524	175255	176374	175256	175636	182726	186514	8515418038****	166571	7163915461****	177491	6201312884****	156509	54279		46787		39537		32523		25760		
Bulgaria	100-Holding Account	Biovet JSCRazgrad Branch 	41	112029879	closed	Account holder	Biovet JSCRazgrad Branch	bul.Aprilsko vastanie 68a		7200	Razgrad	Bulgaria	41	Biovet JSC Razgrad Branch	BG-P52	2008-11-30	2012-08-15				bul.Aprilsko vastanie 68a		7200	Razgrad	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC												19373	18258	18258	19747	16197	17018	15196	17019	16997	17744	11962																	
Bulgaria	100-Holding Account	Biovet JSCo 	42	112029879	open	Account holder	Biovet JSCo	str.Petar Rakov 39		4550	Pechtera	Bulgaria	42	Biovet JSCo	BG-P99	2008-11-30					str.Petar Rakov 39		4550	Pechtera	BG			20-Combustion of fuels												6615	5155	5155	6743	3589	5811	951	5811	21270	6059	2082	41175	12133	40460	24360	39736	24714	39005		38267		37521		36764		36006		
Bulgaria	100-Holding Account	Biovet JSCo 	43	112029879	open	Account holder	Biovet JSCo	str.Petar Rakov 39		4550	Pechtera	Bulgaria	43	Cogeneration plant -Biovet	BG-P123	2008-11-30					str.Petar Rakov 39		4550	Pechtera	BG			20-Combustion of fuels												88239	76843	76843	37818	74347	32591	82853	41758	19507	82430	87097	0	40720	0	18	0	885	0		0		0		0		0		
Bulgaria	100-Holding Account	Rubin Trading AD 	44	203365700	open	Account holder	Rubin Trading AD	bul. Vitosha 68, et. 2		1000	Sofia	Bulgaria	44	Rubin JSC	BG-P31	2008-11-30					Zapadna industrialna zona		5800	Pleven	BG			31-Manufacture of glass												62766	63527	63527	64755	51127	55806	38161	55807	64663	58185	40424	18352	43347	20806	48735	25880	46933	25403		24922		24436		23944		23451		
Bulgaria	100-Holding Account	Zaharni zavodi AD 	45	104051737	open	Account holder	Zaharni zavodi AD	str.St.Kniaz Boris I ,29		5100	Gorna Oriahovica	Bulgaria	45	Zaharni zavodi AD	BG-P54	2008-11-30					str.St.Kniaz Boris I ,29		5100	Gorna Oriahovica	BG			20-Combustion of fuels	Gergana Mihaylova	str.St.Kniaz Boris I ,29		5100	Gorna Oriahovica	BG						82805	81382	81382	118132	53217	101807	45763	101808	36167	106147	85612	26157	60723	25551	51824	24962	71293	24373		23787		23199		22611		22027		
Bulgaria	100-Holding Account	TEC Sviloza AD 	46	130564043	open	Account holder	TEC Sviloza AD	Zapadna industrialna zona		5253	Svichtov	Bulgaria	46	TEC Sviloza AD	BG-P100	2008-11-30					Zapadna industrialna zona		5253	Svichtov	BG			20-Combustion of fuels	Petyo Petrov	Zapadna industrialna zona		5253	Svishtov	BG						600944	773753	773753	788708	847095	679714	654271	679720	517536	708690	339754	3971100069****	485255	390285774****	272224	383371478****	56270	0		0		0		0		0		
Bulgaria	100-Holding Account	Zavod za hartia Belovo AD 	47	822104867	open	Account holder	Zavod za hartia Belovo AD	str.Dabravsko chosse ,1A		4470	Belovo	Bulgaria	47	Zavod za hartia Belovo AD	BG-P5	2008-11-30					str.Dabravsko chosse ,1A		4470	Belovo	BG			36-Production of paper or cardboard	Sevdalina Asparuhova	str.Dabravsko chosse ,1A		4470	Belovo	BG						12921	12034	12034	13171	9026	11351	9604	11351	9327	11835	9413	7977	9145	7838	8851	7698	9901	7557		7414		7269		7123		6976		
Bulgaria	100-Holding Account	Stroyceramica OOD 	48	821152089	open	Account holder	Stroyceramica OOD	str.Industrialna 30		3400	Montana	Bulgaria	48	Stroyceramica OOD	BG-P118	2008-11-30					str.Industrialna 30		3400	Montana	BG			32-Manufacture of ceramics	Asen Georgiev	str.Tzar Boris III,17,en.B,et.5,ap.20		3400	Montana	BG						5743	5583	5583	5854	1160	5045	763	5045	494	5260	759	1275	979	1253	590	1230	700	1207		1185		1162		1139		1115		
Bulgaria	100-Holding Account	Tera Co Ltd 	49	114640196	open	Account holder	Tera Co Ltd	q.Industrialen		5980	Cherven briag	Bulgaria	49	Tera Co Ltd	BG-P78	2008-11-30					q.Industrialen		5980	Cherven briag	BG			32-Manufacture of ceramics	Svetla Valova	Str.Petko Rachev Slaveikov 39		5980	Cherven Briag	BG						16955	7941	7941	12959	2643	11168	1648	11168	2025	11644	2732	2367	3859	4651	2582	2284	235	0		0		0		0		0		
Bulgaria	100-Holding Account	TPP MARITSA EAST 2  EAD 	50	123531939	open	Account holder	TPP MARITSA EAST 2  EAD	Kovachevo		6265	Kovachevo	Bulgaria	50	TPP MARITSA EAST 2 EAD	BG-P46	2008-11-30					Kovachevo		6265	Kovachevo	BG			20-Combustion of fuels	GEORGI HRISTOZOV	str.Dunavska 56		3700	Vidin	BG						9140434	9134478	9134478	8254664	9628453	7167888	9872084	9575952	12975432	10040043	11128590	03931881****	9459009	03370184****	10291822	02743715****	11293658											
Bulgaria	100-Holding Account	KRONOSPAN BULGARIA EOOD 	51	102063228	open	Account holder	KRONOSPAN BULGARIA EOOD	Severozapadna promichlena zona		8000	Burgas	Bulgaria	51	KRONOSPAN BULGARIA EOOD -   Burgas	BG-P37	2008-11-30					Severozapadna promichlena zona		8000	Burgas	BG			20-Combustion of fuels	Asen Nikov	Severozapadna promichlena zona		8000	Burgas	BG						17628	15130	15130	17969	17749	15486	21970	15486	21715	16146	13714	36950	2475	36308	3869	35659	3037	35003		34340		33670		32992		32312		
Bulgaria	100-Holding Account	Toplofikatsia Ruse AD 	52	117005106	open	Account holder	Toplofikatsia Ruse AD	TEC Iztok		7009	Ruse	Bulgaria	52	Toplofikatsia RuseAD TEC Ruse Iztok	BG-P101	2008-11-30					TEC Iztok		7009	Ruse	BG			20-Combustion of fuels	Petr Pashnin	str.TEC-Iztok		7009	Russe	BG						974381	1233758	1233758	1479534	1057367	1275073	727881	1275085	542675	1329428	520151	177231301278****	533613	150481258239****	588025	126115215199****	430510	104088		84290		66642		51046		38322		
Bulgaria	100-Holding Account	OGNYANOVO K AD 	53	112 030 625	open	Account holder	OGNYANOVO K AD	str.Dante1,en.B		1000	Sofia	Bulgaria	53	VZ Ognyanovo	BG-P93	2008-11-30	2015-09-24				Ognianovo		4400	Pazardjik	BG			30-Production of lime, or calcination of dolomite/magnesite	Dimitar Michev	str.Balcha,b.5		1408	Sofia	BG						75331	82565	82565	84161	53452	72530	65567	72531	53745	75622	15554	10381	0	0	0	0	0	0		0		0		0		0		
