National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Austria	100-Holding Account	Vetropack Austria GmbH 	11	FN 101692 y	open	Account holder	Vetropack Austria GmbH	Manker Straße 49		3380	Pöchlarn	Austria	11	Vetropack Kremsmünster	IGL172	2004-01-01				20000.00449	Kremsegger Strasse 27		4550	Kremsmünster	AT			31-Manufacture of glass	Knut Ludwig	Kremsegger Straße 27		4550	Kremsmünster	AT	59562	64882	59562	64099	59562	69094	63496	73379	63496	72657	63496	67740	63496	59776	63496	65830	66255	67305	65023	64209	63780	64647	62528		61268		59998		58716		57433		
Austria	100-Holding Account	voestalpine Stahl Donawitz GmbH 	12	FN 86361 b	closed	Account holder	voestalpine Stahl Donawitz GmbH	Kerpelystraße 199		8700	Leoben-Donawitz	Austria	12	Energiepark Donawitz	IVA066	2004-01-01	2013-08-13			20000.00319	Kerpelystraße 199		8700	Leoben	AT			20-Combustion of fuels	Franz Michael Dobay	Kerpelystraße 199		8700	Leoben	AT	984831	914519	984831	797926	984831	860293	626610	712134	626610	808481	626610	1056837	626610	1164438	626610	1036702																	
Austria	100-Holding Account	voestalpine Stahl Donawitz GmbH 	13	FN 86361 b	open	Account holder	voestalpine Stahl Donawitz GmbH	Kerpelystraße 199		8700	Leoben-Donawitz	Austria	13	Sinteranl., Hochöfen, Stahlwerk Donawitz	IVA065	2004-01-01				20000.00319	Kerpelystraße 199		8700	Leoben	AT			24-Production of pig iron or steel	Karin Rockenschaub	Kerpelystraße 199		8700	Leoben	AT	1757051	1790128	1757051	1917452	1757051	1925594	1807393	2279216	1807393	1433638	1807393	1469754	1807393	1681929	1807393	1517232	1918954	2918014	1885592	2808536	1851839	2981508	1817734		1783268		1748463		1713228		1677873		
Austria	100-Holding Account	voestalpine Stahl GmbH 	14	FN 78052 h	closed	Account holder	voestalpine Stahl GmbH	voestalpine-Straße 3		4020	Linz	Austria	14	Voestalpine Kokerei Linz	IVA063	2004-01-01	2013-08-13			20000.00256	voestalpine-Straße  3		4020	Linz	AT			22-Production of coke	Markus Steinhäusler	voestalpine-Straße 3		4020	Linz	AT	1330079	1354079	1330079	1199630	1330079	1096690	985761	914453	985761	626564	985761	916742	985761	905960	985761	961580																	
Austria	100-Holding Account	voestalpine Stahl GmbH 	15	FN 78052 h	closed	Account holder	voestalpine Stahl GmbH	voestalpine-Straße 3		4020	Linz	Austria	15	Voestalpine Kraftwerk Linz	IVA064	2004-01-01	2013-08-13			20000.00256	voestalpine-Straße 3		4020	Linz	AT			20-Combustion of fuels	Markus Steinhäusler	voestalpine-Straße 3		4020	Linz	AT	2129215	2685336	2129215	2722016	2129215	2863003	1771401	2859839	1771401	2304427	1771401	3213138	1771401	3226147	1771401	3182281																	
Austria	100-Holding Account	voestalpine Stahl GmbH 	16	FN 78052 h	open	Account holder	voestalpine Stahl GmbH	voestalpine-Straße 3		4020	Linz	Austria	16	Voestalpine Stahl Linz	IVA062	2004-01-01				20000.00256	voestalpine-Straße 3		4020	Linz	AT			24-Production of pig iron or steel	Markus Steinhäusler	voestalpine-Straße 3		4020	Linz	AT	5043811	4084355	5043811	4206897	5043811	4464902	4380526	3743481	4380526	2953589	4380526	3465646	4380526	3192620	4380526	3178129	6861779	8648719	6737251	8698426	6611507	8712811	6484708		6356793		6227879		6097614		5967119		
Austria	100-Holding Account	voestalpine Stahl GmbH 	17	FN 78052 h	open	Account holder	voestalpine Stahl GmbH	voestalpine-Straße 3		4020	Linz	Austria	17	VOEST-Alpine Stahl Linz (Kalk) Steyrling	IKA120	2004-01-01				20000.00288	voestalpine-Straße 3		4020	Linz	AT			30-Production of lime, or calcination of dolomite/magnesite	Björn Kirchner	voestalpine-Straße 3		4020	Linz	AT	340195	336749	340195	322737	340195	329038	325873	332779	325873	259441	325873	339768	325873	335950	325873	303335	30407564032*****	370764	29879365057*****	369605	29345063905*****	366489	28805062753*****		28259361601*****		27708260449*****		27150359297*****		26590458145*****		
Austria	100-Holding Account	WIEN ENERGIE GmbH 	18	FN 215854h	open	Account holder	WIEN ENERGIE GmbH	Thomas-Klestil-Platz 14		1030	Wien	Austria	18	FHKW Süd Inzersdorf	EFE043	2004-12-22				20000.00041	Rostwalgasse 94		1230	Wien	AT			20-Combustion of fuels	Wolfgang Schwingenschrot	Thomas Klestil Platz 14		1030	Wien	AT	4485	6909	4485	3098	4485	2669	6952	4819	6952	3190	6952	2232	6952	2017	6952	21164	2702	64742	2419	45943	2142	31223	1874		1615		1363		1120		886		
Austria	100-Holding Account	WIEN ENERGIE GmbH 	19	FN 215854h	open	Account holder	WIEN ENERGIE GmbH	Thomas-Klestil-Platz 14		1030	Wien	Austria	19	FHKW Kagran Fernwärme Wien	EFE044	2004-12-23				20000.00039	Skrabalgasse 3		1220	Wien	AT			20-Combustion of fuels	Wolfgang Schwingenschrot	Thomas Klestil Platz 14		1030	Wien	AT	7146	5320	7146	7097	7146	6558	4907	3180	4907	6581	4907	3796	4907	1010	4907	1426	1851	2619	3312	25	0	6	0		0		0		0		0		
Austria	100-Holding Account	WIEN ENERGIE GmbH 	20	FN 215854h	open	Account holder	WIEN ENERGIE GmbH	Thomas-Klestil-Platz 14		1030	Wien	Austria	20	FW Leopoldau Fernwärme Wien	EFE045	2004-12-29				20000.00038	Petritschgasse 1		1210	Wien	AT			20-Combustion of fuels	Wolfgang Schwingenschrot	Thomas Klestil Platz 14		1030	Wien	AT	8110	1223	8110	1122	8110	2306	3435	10359	3435	2593	3435	3766	3435	385	3435	5474	2299	46068	2058	39383	1822	30146	1595		1374		1160		953		754		
Austria	100-Holding Account	WIEN ENERGIE GmbH 	21	FN 215854h	closed	Account holder	WIEN ENERGIE GmbH	Thomas-Klestil-Platz 14		1030	Wien	Austria	21	FHKW Arsenal Fernwärme Wien	EFE046	2004-12-30	2015-11-02			20000.00040	Arsenal, Objekt 222		1030	Wien	AT			20-Combustion of fuels	Wolfgang Schwingenschrot	Thomas Klestil Platz 14		1030	Wien	AT	9117	5586	9117	11520	9117	8969	4997	11275	4997	27700	4997	2684	4997	396	4997	4522	3658	16666	6546	20746	0		0		0		0		0		0		
Austria	100-Holding Account	Ziegelwerk Pichler Wels Gesellschaft m.b.H. 	22	FN 283213 s	open	Account holder	Ziegelwerk Pichler Wels Gesellschaft m.b.H.	Eferdingerstrasse 175		4600	Wels	Austria	22	Ziegelwerk Pichler Wels	IZI145	2004-01-02				1029010238	Eferdinger Straße 175		4600	Wels	AT			32-Manufacture of ceramics	Claudia Ecker	Eferdingerstraße 175		4600	Wels	AT	20930	21214	20930	22773	20930	22915	23086	18851	23086	16063	23086	16645	23086	17813	23086	17098	20495	15096	20139	17029	19779	16496	19415		19046		18676		18300		17922		
Austria	100-Holding Account	Wopfinger Baustoffindustrie GmbH 	23	FN 94709 d	open	Account holder	Wopfinger Baustoffindustrie GmbH	Wopfing 156		2754	Waldegg	Austria	23	Wopfinger Baustoffindustrie Waldegg	IKA121	2004-01-02				1016410141	Wopfing 156		2754	Waldegg	AT			30-Production of lime, or calcination of dolomite/magnesite	Gerhard Philipp	Wopfing 156		2754	Waldegg	AT	176207	134306	176207	109795	176207	120094	137792	127437	137792	81786	137792	92829	137792	112283	137792	122691	124431	88827	122270	104663	120084	96957	117874		115641		113386		111103		108811		
Austria	100-Holding Account	Wopfinger Baustoffindustrie GmbH 	24	FN 94709 d	open	Account holder	Wopfinger Baustoffindustrie GmbH	Wopfing 156		2754	Waldegg	Austria	24	Wopfinger Zement Waldegg	IZE202	2004-01-02				1016410141	Wopfing 156		2754	Waldegg	AT			29-Production of cement clinker	Gerhard Philipp	Wopfing 156		2754	Waldegg	AT	218927	256750	218927	250538	218927	264133	233270	264657	233270	206648	233270	204382	233270	201195	233270	191315	24403836287*****	262867	23966935656*****	260135	23525535024*****	268048	23080034393*****		22630333761*****		22177033130*****		21718532499*****		21259131867*****		
Austria	100-Holding Account	Borealis Agrolinz Melamine GmbH 	25	FN 78587 w	open	Account holder	Borealis Agrolinz Melamine GmbH	St. Peter-Strasse 25		4021	Linz	Austria	25	AMI Agrolinz Melamine International Linz	ICH114	2005-07-21				20000.00197	St.-Peter-Straße 25		4021	Linz	AT			20-Combustion of fuels	Haralabos Poultidis	St. Peter-Strasse 25		4021	Linz	AT	87252	86583	87252	86608	87252	78551	85080	83444	85080	77625	85080	73867	85080	63007	85080	62144	242887	48421	237354	53648	231818	52815	226286		220755		215233		209703		204209		
Austria	100-Holding Account	OMV Refining &amp; Marketing GmbH 	26	FN 185462 p	open	Account holder	OMV Refining &amp; Marketing GmbH	Trabrennstraße 6-8		1020	Wien	Austria	26	Raffinerie Schwechat	EMV061	2004-01-02				1033210279	Mannswörther Straße 28		2320	Schwechat	AT			21-Refining of mineral oil	Peter Skorjanz	Mannswörtherstraße 28		2320	Schwechat	AT	2720740	2826917	2720740	2829983	2720740	2867629	2491436	2565047	2491436	2567934	2491436	2490464	2491436	2530318	2491436	2592526	1803162	2826640	1759171	2713186	1715882	2804050	1675141		1635202		1595273		1555261		1515471		
Austria	100-Holding Account	OMV Austria Exploration &amp; Production GmbH 	27	FN 241929 d	open	Account holder	OMV Austria Exploration &amp; Production GmbH	Protteserstraße 40		2230	Gänserndorf	Austria	27	OMV Gasstation Aderklaa II	EMV059	2004-01-02					Protteser Straße 40		2230	Gänserndorf	AT			20-Combustion of fuels	Johann Wegscheider	Protteser Straße 40		2230	Gänserndorf	AT	14881	14437	14881	16376	14881	18458	14214	16785	14214	19353	14214	16192	14214	13843	14214	12675	14551	15883	14298	15249	14045	21180	13792		13539		13285		13032		12779		
Austria	100-Holding Account	OMV Austria Exploration &amp; Production GmbH 	28	FN 241929 d	open	Account holder	OMV Austria Exploration &amp; Production GmbH	Protteserstraße 40		2230	Gänserndorf	Austria	28	OMV Gasstation Aderklaa I	EMV060	2004-01-02					Protteser Straße 40		2230	Gänserndorf	AT			20-Combustion of fuels	Johann Wegscheider	Protteser Straße 40		2230	Gänserndorf	AT	31704	28562	31704	33443	31704	33471	28547	30659	28547	35050	28547	30638	28547	27756	28547	30043	35925	35433	35300	34107	34675	34577	34050		33425		32800		32174		31549		
Austria	100-Holding Account	Weindl Gesellschaft m.b.H. 	29	FN 119405 x	closed	Account holder	Weindl Gesellschaft m.b.H.	Weinzierlstrasse 2 und 4		4400	Steyr	Austria	29	Ziegelwerk Weindl Steyr	IZI160	2004-01-02	2012-02-29			1068710720	Weinzierlstrasse 2		4400	Steyr	AT			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Anton Weindl	Weinzierlstrasse 2		4400	Steyr	AT	3397	2560	3397	2577	3397	2711	2878	2403	2878	2011	2878	1625	2878		0																		
Austria	100-Holding Account	Ziegelwerk Lizzi GmbH 	30	FN 171326 a	open	Account holder	Ziegelwerk Lizzi GmbH	Bromberger Strasse 3		2822	Bad Erlach	Austria	30	Ziegelwerk Lizzi Erlach	IZI152	2004-01-01				20000.00461	Brombergerstrasse 3		2822	Bad Erlach	AT			32-Manufacture of ceramics	Martin Lizzi	Brombergerstrasse 3		2822	Bad Erlach	AT	1933	1476	1933	779	1933	1292	1605	932	1605	1027	1605	768	1605	502	1605	566	796	604	783	450	769	485	755		741		725		711		697		
Austria	100-Holding Account	Zementwerk Hatschek GmbH 	31	FN 160460 x	open	Account holder	Zementwerk Hatschek GmbH	Hatschekstrasse 25		4810	Gmunden	Austria	31	Gmundner Zement Gmunden	IZE077	2004-01-01				20000.00382	Hatschekstrasse 25		4810	Gmunden	AT			29-Production of cement clinker	Franz Kritzinger	Gmunden		4810	Hatschekstrasse 25	AT	343437	369924	343437	397422	343437	397936	333309	385307	333309	356692	392937	310139	354992	327781	354992	344237	355431	281768	349257	331127	343011	328182	336700		330320		323879		317358		310813		
Austria	100-Holding Account	Salzburg AG für Energie, Verkehr und Telekommunikation 	32	FN 51350 s	open	Account holder	Salzburg AG für Energie, Verkehr und Telekommunikation	Bayerhamerstraße 16		5020	Salzburg	Austria	32	Salzburg AG FHKW Mitte Salzburg	EEW024	2004-01-01				20000.00340	Elisabethkai 52-54		5020	Salzburg	AT			20-Combustion of fuels	Raimund Prexl	Bayerhamerstraße 16		5020	Salzburg	AT	218621	198113	218621	201676	218621	161374	181423	183430	181423	172716	181423	188359	181423	173642	181423	138093	6677014404*****	137326	5975212890*****	110340	5293411419*****	126649	463329995*****		399378615*****		337497281*****		277625989*****		219894744*****		
Austria	100-Holding Account	Salzburg AG für Energie, Verkehr und Telekommunikation 	33	FN 51350 s	open	Account holder	Salzburg AG für Energie, Verkehr und Telekommunikation	Bayerhamerstraße 16		5020	Salzburg	Austria	33	Salzburg AG FHKW Nord Salzburg	EEW025	2004-01-01				20000.00345	Wasserfeldstrasse 31		5020	Salzburg	AT			20-Combustion of fuels	Raimund Prexl	Bayerhamerstraße 16		5020	Salzburg	AT	67510	69577	67510	59344	67510	52437	61991	56928	61991	56009	61991	53194	61991	41109	61991	43014	32492	38286	28393	39473	25154	39411	22016		18977		16037		13192		10449		
Austria	100-Holding Account	Salzburg AG für Energie, Verkehr und Telekommunikation 	34	FN 51350 s	closed	Account holder	Salzburg AG für Energie, Verkehr und Telekommunikation	Bayerhamerstraße 16		5020	Salzburg	Austria	34	Salzburg AG FHKW West Salzburg	EEW26-1	2004-01-02	2014-03-24				Strubergasse 21		5020	Salzburg	AT			1-Combustion installations with a rated thermal input exceeding 20 MW	Wolfgang Fliegel	Elisabethkai 52-54		5020	Salzburg	AT	5098	0	5098	0	5098	0		Not Reported		Not Reported		Not Reported																					
Austria	100-Holding Account	Salzburg AG für Energie, Verkehr und Telekommunikation 	35	FN 51350 s	closed	Account holder	Salzburg AG für Energie, Verkehr und Telekommunikation	Bayerhamerstraße 16		5020	Salzburg	Austria	35	Salzburg AG HW Süd Salzburg	EFE035	2004-01-02	2013-05-15				Mühlbacherhofweg 3		5020	Salzburg	AT			1-Combustion installations with a rated thermal input exceeding 20 MW	Raimund Prexl	Bayerhamerstraße 16		5020	Salzburg	AT	1750	502	1750	261	1750	9	411	0	411	0	411	0	411	0	411	0																	
Austria	100-Holding Account	Salzburg AG für Energie, Verkehr und Telekommunikation 	36	FN 51350 s	closed	Account holder	Salzburg AG für Energie, Verkehr und Telekommunikation	Bayerhamerstraße 16		5020	Salzburg	Austria	36	Salzburg AG LKH Salzburg	EFE049	2004-01-02	2013-05-15				Müllner Hauptstrasse 48		5020	Salzburg	AT			1-Combustion installations with a rated thermal input exceeding 20 MW	Raimund Prexl	Bayerhamerstraße 16		5020	Salzburg	AT	6753	8761	6753	9149	6753	11529	7684	7295	7684	7904	7684	8564	7684	6404	7684	946																	
Austria	100-Holding Account	F.M. Hämmerle Textil Produktion und Vertrieb GmbH 	37	FN 334036 f	closed	Account holder	F.M. Hämmerle Textil Produktion und Vertrieb GmbH	Eisengasse 44		6850	Dornbirn	Austria	37	F.M. Hämmerle Dornbirn	ICH203	2004-01-02	2014-04-26				Eisengasse 44		6850	Dornbirn	AT			1-Combustion installations with a rated thermal input exceeding 20 MW	Michael Killisperger	Eisengasse 44		6850	Dornbirn	AT	12899	9561	12899	9125	12899	9501	9981	7407	9981	3495	9981	3896	9981	919	0	Not Reported																	
Austria	100-Holding Account	Stadtwerke Klagenfurt AG 	38	FN 199234 t	open	Account holder	Stadtwerke Klagenfurt AG	St. Veiter Straße 31		9020	Klagenfurt	Austria	38	FHKW Klagenfurt Stadtwerke Klagenfurt	EFE027	2004-01-02				1018710157	Pischeldorferstraße 21		9020	Klagenfurt	AT			20-Combustion of fuels	Heinz Koch	Pischeldorferstraße 21		9020	Klagenfurt a. W.	AT	172725	178335	172725	178882	172725	146507	151139	140749	151139	129275	151139	138716	151139	114492	151139	92952	79747	87581	66637	71758	55309	74576	48411		41728		35264		29007		22975		
Austria	100-Holding Account	Energie Klagenfurt GmbH 	39	FN 269898 i	open	Account holder	Energie Klagenfurt GmbH	St. Veiter Straße 31		9020	Klagenfurt	Austria	39	Stw Heizwerk Süd Klagenfurt	EFE057	2004-01-02		Energie Klagenfurt GmbH	Stadtwerke Klagenfurt AG		Raiffeisenstraße 19		9020	Klagenfurt a. W.	AT			20-Combustion of fuels	Heinz Koch	Pischeldorferstraße 21		9020	Klagenfurt a. W.	AT	1141	332	1141	1063	1141	125	719	193	719	521	719	431	719	2885	719	1696	242	102	109	664	192	502	168		145		122		100		79		
Austria	100-Holding Account	Ziegelwerk Eberschwang Gesellschaft m.b.H. 	40	FN 113726 w	open	Account holder	Ziegelwerk Eberschwang Gesellschaft m.b.H.	Straß 11		4906	Eberschwang	Austria	40	Ziegelwerk Eberschwang	IZI158	2004-01-02				1066710697	Straß 11		4906	Eberschwang	AT			32-Manufacture of ceramics	Alois Eder	Straß 11		4906	Eberschwang	AT	4064	3223	4064	4000	4064	3610	3876	3797	3876	2473	3876	3493	3876	2687	3876	2742	3484	2712	3424	2398	3363	0	3301		3238		3175		3111		3047		
Austria	100-Holding Account	AMAG Service GmbH 	41	FN 114723 k	open	Account holder	AMAG Service GmbH	Lamprechtshausnerstraße 61		5282	Braunau am Inn - Rannshofen	Austria	41	AMAG Service Ranshofen	IMS193	2005-05-30					Lamprechtshausner Strasse 61		5282	Ranshofen	AT			20-Combustion of fuels	Gerald Mühlehner	Lamprechtshausner Straße 61		5282	Ranshofen	AT	9628	9595	9628	9341	9628	7689	9149	6984	9149	6849	9149	7221	9149	6445	9149	6435	389	7706	348	7093	308	5872	270		232		197		162		128		
Austria	100-Holding Account	Profibaustoffe Austria GmbH 	42	FN 69279 g	open	Account holder	Profibaustoffe Austria GmbH	Mistelbacher Strasse 70-80		2115	Ernstbrunn	Austria	42	Ernstbrunner Kalktechnik Ernstbrunn	IKA118	2005-04-01				1048810504	Mistelbacher Strasse 70-80		2115	Ernstbrunn	AT			30-Production of lime, or calcination of dolomite/magnesite	Thomas Wojna	Mistelbacher Strasse 70-80		2115	Ernstbrunn	AT	37687	24591	37687	37364	37687	49559	33635	43916	33635	35937	33635	30419	33635	32757	33635	28348	38590	28113	37920	26343	37242	29823	36557		35864		35165		34457		33746		
Austria	100-Holding Account	LINZ STROM GmbH 	43	FN 199533 g	open	Account holder	LINZ STROM GmbH	Wiener Straße 151		4021	Linz	Austria	43	LS FHKW Mitte Linz Linie 1a	EEW021	2004-01-01				20000.00532	Nebingerstraße 1		4020	Linz	AT			20-Combustion of fuels	Alexander Heß	Wiener Straße 151		4021	Linz	AT	259262	267308	259262	225750	259262	200554	272540	237908	272540	198981	272540	190586	272540	153809	272540	101870	121686	146969	108897	77873	96472	111369	84439		72784		61507		50595		40074		
Austria	100-Holding Account	LINZ STROM GmbH 	44	FN 199533 g	closed	Account holder	LINZ STROM GmbH	Wiener Straße 151		4021	Linz	Austria	44	LS FHKW Mitte Linz Linie 1b	EEW022	2004-09-21	2013-08-13			20000.00532	Fichtenstraße 7		4021	Linz	AT			1-Combustion installations with a rated thermal input exceeding 20 MW	Alexander Heß	Wiener Straße 151		4021	Linz	AT	0		0		25680		0		0	0	238941	167048	238941	134786	238941	89283																	
Austria	100-Holding Account	LINZ STROM GmbH 	45	FN 199533 g	open	Account holder	LINZ STROM GmbH	Wiener Straße 151		4021	Linz	Austria	45	FHKW Dornach Linz AG Linz	EFE036	2004-01-02					Schumpeterstraße 24		4040	Linz-Urfahr	AT			20-Combustion of fuels	Alexander Heß	Wiener Straße 151		4021	Linz	AT	423	138	423	0	423	31	142	12	142	52	142	23	142	16	142	9	0	8	0	221	0	7	0		0		0		0		0		
