National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Lithuania	100-Holding Account	BAB Ekranas 	11	147802225	closed	Account holder	BAB Ekranas	Elektronikos g. 1  LT-35116 Panevezys		LT-35116	Panevezys	Lithuania	11	Stiklo lydymo krosnys	5-SK9	2005-12-02	2012-02-23				Elektronikos 1  LT-35116 Panevezys		LT-35116	Panevezys	LT	55.7	24.4	7-Installations for the manufacture of glass including glass fibre	Virginija Vietriniene	Jonavos g. 60		LT-44192	Kaunas	LT	63120	35181	47340	9780	47340	0	9451	0	9451	0	9450	0	9450	0	0																		
Lithuania	100-Holding Account	UAB Kauno stiklas 	12	300037592	open	Account holder	UAB Kauno stiklas	Europos pr. 91  LT-46334 Kaunas		LT-46334	Kaunas	Lithuania	12	Stiklo lydymo krosnis	1-87	2005-12-02					Europos pr.91  LT-46334 Kaunas		LT-46334	Kaunas	LT	0	0	31-Manufacture of glass							28850	14499	21637	14028	21637	14354	12202	17465	12202	14015	12202	14063	12202	13622	38116	14833	5908	15669	58051854*****	14255	57022878*****	14030	55972826*****		54912774*****		53842723*****		52752671*****		51662619*****		
Lithuania	100-Holding Account	AB Panevezio stiklas 	13	147038795	open	Account holder	AB Panevezio stiklas	Pramones g. 10  LT-35100 Panevezys		LT-35100	Panevezys	Lithuania	13	Stiklo lydymo krosnis	T-P-3-8-2015	2005-12-02					Pramones g. 10  LT-35100 Panevezys		LT-35100	Panevezys	LT	0	0	31-Manufacture of glass	Juozas Sugintas						80695	25155	60522	20892	60521	21012	23803	20900	23803	19875	23803	18428	23803	21840	23802	22142	11514	22123	11251	22884	10988	21259	10726		10464		10202		9939		9679		
Lithuania	100-Holding Account	AB ORLEN Lietuva 	14	166451720	open	Account holder	AB ORLEN Lietuva	Juodeikiai  LT-89467 Mazeikiu r.		LT-89467	Mazeikiai	Lithuania	14	Naftos perdirbimo produktų gamykla	T-S-4-6-2015	2005-12-02					Juodeikiai  LT-89467 Mazeikiu r.		LT-89467	Juodeikiai  Mazeikiu r.	LT	62.5	38.7	21-Refining of mineral oil							2649155	1870375	1986866	1624066	1986866	1201673	1990544	2090742	2035090	2102763	2473984	1967110	2320645	1903476	2320645	1731630	1436056	1812299	1410726	1631285	1385117	1755789	1359259		1333141		1306788		1280122		1253382		
Lithuania	100-Holding Account	AB Grigeo Klaipedos Kartonas 	15	141011268	open	Account holder	AB Grigeo Klaipedos Kartonas	Nemuno g. 2  LT-91199 Klaipeda		LT-91199	Klaipeda	Lithuania	15	Katilinė	T-KL-1-12-2015	2005-12-02					Nemuno g.2  LT-91199 Klaipeda		LT-91199	Klaipeda	LT	55.69	21.13	36-Production of paper or cardboard							31780	0	23835	0	23835	0	32313	29321	32313	23181	32313	33111	32312	35036	32312	34955	25108	33578	24672	15076	24231	7078	23785		23335		22879		22419		21956		
Lithuania	100-Holding Account	AB Grigiskes 	16	110012450	open	Account holder	AB Grigiskes	Vilniaus g. 10  LT-27101 Grigiskes   Vilniaus m. sav.		LT-27101	Vilnius	Lithuania	16	Katilinė	T-V-7-2-2014	2005-12-02			Akcine bendrove "GRIGIsKeS"		Popieriaus g. 15  LT-08404  Vilnius		LT-08404	Vilnius	LT	54.4	25.1	36-Production of paper or cardboard							66349	48916	49762	46187	49762	46097	45204	42096	45204	32729	75329	36223	64803	13985	85930	51	39614	254	38074	175	36555	2817	35060		33589		32143		30720		29327		
Lithuania	100-Holding Account	AB Simega 	17	164780489	open	Account holder	AB Simega	Gedimino g. 85   LT-40135 Kupiskis		LT-40135	Kupiskis	Lithuania	17	katiline	TL-P-2-1-2014	2005-12-02					Technikos g. 2  Kupiskis		LT-40135	Kupiskis	LT	56.2	61.8	20-Combustion of fuels							30820	0	23115	0	23115	4216	11526	0	11526	0	11526	0	11525	0	13042	0	4473	0	4003	0	3545	0	3102		2672		2257		1854		1467		
Lithuania	100-Holding Account	AB Achema 	18	156667399	open	Account holder	AB Achema	Jonalaukio k.  Ruklos sen.  LT-55550 Jonavos raj.		LT-55550	Jonavos raj.	Lithuania	18	Katilinė,amoniako paleidimo katilinės Nr.1 ir Nr.2	2-15	2005-12-02					Jonalaukio k.  Ruklos sen.  LT-55550 Jonavos raj.		LT-55550	Jonavos raj.	LT	54.08	24.33	41-Production of ammonia	Tadas Staneika	AB Achema  Ruklos sen.		LT-55550	Jonalaukio km.	LT	242582	125537	181937	166878	181936	61810	212558	27074	212558	97939	212557	86177	212557	112079	425479	212377	209578310466*****	2387162	20569439366*****	2716077	20177598298*****	2755145	19782837263*****		19384966260*****		18984355290*****		18579914352*****		18175073447*****		
Lithuania	100-Holding Account	Vilnos BAB Drobe 	19	132084452	closed	Account holder	Vilnos BAB Drobe	Jonavos g. 60  LT-44192 Kaunas		LT-44192	Kaunas	Lithuania	19	Garo katiline	2-PR5	2005-12-02	2012-02-23				Jonavos g. 60  LT-44192 Kaunas		LT-44192	Kaunas	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Anatolijus Urbas	P. Armino 29  Marijampole		LT-68282	Marijampole	LT	8267	5966	6200	5691	6200	5340	5396	3187	0	0	0	0	0	0	0																		
Lithuania	100-Holding Account	AB Nordic Sugar Kedainiai 	20	161111219	open	Account holder	AB Nordic Sugar Kedainiai	Pramones g. 6  LT-57500 Kedainiai		LT-57500	Kedainiai	Lithuania	20	Katilinė, išspaudų džiovykla	T-K-6-3-2015	2005-12-02					Pramones g. 6  LT-57500 Kedainiai		LT-57500	Kedainiai	LT	69.8	106.1	20-Combustion of fuels							42544	21286	31908	18915	31908	22273	25741	20544	25741	29977	55600	30753	55599	30844	55599	30554	30054	33837	29533	30196	29004	26015	28471		27931		27387		26835		26282		
Lithuania	100-Holding Account	AB Gliukoze 	21	144123639	closed	Account holder	AB Gliukoze	V.Bielskio g. 13		LT-76176	Siauliai	Lithuania	21	Katiline	3-PR7	2005-12-02					V.Bielskio g. 13		LT-76176	siauliai	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Arvydas Kukulskis	Juodeikiai  Mazeikiu r.		LT-89467	Mazeikiai	LT	6854	897	5141	885	5141	820		0				Not Reported																					
Lithuania	100-Holding Account	AB Anyksciu vynas 	22	254111650	closed	Account holder	AB Anyksciu vynas	Dariaus ir Girenio 8  LT-29131 Anyksciai		LT-29131	Anyksciai	Lithuania	22	Katiline ir isspaudu dziovykla	8-PR8	2005-12-02	2014-06-30				Dariaus ir Gireniog. 8  LT-29131 Anyksciai		LT-29131	Anyksciai	LT	55.5	25.1	20-Combustion of fuels							12404	3500	9303	3388	9303	3132	2987	2237	2987	1172	2987	1665	2987	2685	2986	2648		1896		439													
Lithuania	100-Holding Account	AB Lifosa 	23	161110455	open	Account holder	AB Lifosa	Juodkiskio g. 50  LT-57502  Kedainiai		LT-57502	Kedainiai	Lithuania	23	Katilinė	6-11-T-K-6-12-2016	2005-12-02			AB  MCC  EuroChem		Juodkiskio g. 50  LT-57502  Kedainiai		LT-57502	Kedainiai	LT	24	55.2	20-Combustion of fuels							23118	7782	17338	1112	17337	612	99940	838	99939	0	99939	965	99939	645	99939	848	179954	840	175295	326	170688	784	166138		161642		157199		152808		148474		
Lithuania	100-Holding Account	UAB Lino apdaila 	24	301733421	closed	Account holder	UAB Lino apdaila	S.Kerbedzio g. 23  LT35114  Panevezys		LT35114	Panevezys	Lithuania	24	Katiline	5-PR10	2005-12-02	2012-12-31				S.Kerbedzio g. 23  LT35114  Panevezys		LT35114	Panevezys	LT	52.3	61.7	1-Combustion installations with a rated thermal input exceeding 20 MW							17724	11357	13293	10156	13293	9827	10607	6595	10607	4035	10607	4737	10607	4188	10607	0																	
Lithuania	100-Holding Account	AB Nordic Sugar Kedainiai 	25	161111219	closed	Account holder	AB Nordic Sugar Kedainiai	Pramones g. 6  LT-57500 Kedainiai		LT-57500	Kedainiai	Lithuania	25	Katiline  isspaudu dziovykla	5-PR11	2005-12-02	2010-02-03				imoniu g. 22  LT-35101 Panevezys		LT-35101	Panevezys	LT	66	88	1-Combustion installations with a rated thermal input exceeding 20 MW	Stefanija Karciauskiene	J.Dalinkeviciaus 32  Naujoji Akmene		LT85196	Naujoji Akmene	LT	33066	19556	24800	18613	24800	19838	29860	443	29860	236	0	0	0	0	0																		
Lithuania	100-Holding Account	AB Nordic Sugar Kedainiai 	26	161111219	closed	Account holder	AB Nordic Sugar Kedainiai	Pramones g. 6  LT-57500 Kedainiai		LT-57500	Kedainiai	Lithuania	26	Katiline	3-PR12	2005-12-02					Ventos g. 79 siauliu r.		LT-81168	Kursenai	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Violeta Stankeviciene	svencioneliu sen. svencioniu r.		LT-18206	Augustavo k.	LT	35579	335	26685	86	26684	0		0				Not Reported																					
Lithuania	100-Holding Account	AB Klaipedos nafta 	27	110648893	open	Account holder	AB Klaipedos nafta	Buriu 19  a.d. 81  LT-91003 Klaipeda		LT-91003	Klaipeda	Lithuania	27	Katilinė	T-KL-1-13-2015	2005-12-02					Buriu 19  a.d. 81  LT-91003 Klaipeda		LT-91003	Klaiipeda	LT	61.8	31.8	20-Combustion of fuels							34750	14740	26063	16389	26063	28702	19692	29241	19692	25619	19691	28329	19691	27814	19691	23851	21368	18239	19123	16582	16939	15787	14820		12766		10780		8858		7007		
Lithuania	100-Holding Account	AB Naujasis kalcitas 	28	153085326	closed	Account holder	AB Naujasis kalcitas	J.Dalinkeviciaus 2K,  Naujoji Akmene		LT-85118	Naujoji Akmene	Lithuania	28	Klinties dziovyklos	3-PR14	2005-12-02					Akmenes r.		LT-85271	Menciu k.	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Taisa Kuzmenko	Popierines g. 3 salcininku r.		LT-17250	Jasiunai	LT	8620	5392	6466	6810	6466	4534		0				Not Reported																					
Lithuania	100-Holding Account	ZUB Dembavos siltnamiai 	29	168558895	closed	Account holder	ZUB Dembavos siltnamiai	Akaciju 3 Dembava  LT-38191 Panevezio r.		LT-38191	Panevezio r.	Lithuania	29	Katiline	5-PR15	2005-12-02	2013-04-26				Akaciju 3  LT-38191 Dembava		LT-38191	Panevezio r.	LT	61.7	52.5	20-Combustion of fuels							7321	5817	5491	5184	5491	2816	4879	3081	4879	1160	4879	148	4879	171	4879	158	2666	0	0		0		0		0		0		0		0		
Lithuania	100-Holding Account	UAB Arvi cukrus 	30	151004254	open	Account holder	UAB Arvi cukrus	P. Armino 65  LT-68127  Marijampole		LT-68127	Marijampole	Lithuania	30	Katilinė, išspaudų džiovykla	8-6-33-10	2005-12-02					P. Armino 65  LT-68127 Maijampole		LT-68127	Marijampole	LT	-42	-100	20-Combustion of fuels							29916	14751	22438	10566	22438	13407	17153	5563	17153	11261	17153	16574	17153	16274	17153	16233	13327	20847	13095	18443	12861	7275	12624		12385		12143		11899		11654		
Lithuania	100-Holding Account	AB imoniu grupe ALITA 	31	302444238	open	Account holder	AB imoniu grupe ALITA	Miskininku 17  LT-62200 Alytus		LT-62200	Alytus	Lithuania	31	Katilinė, obuolių išspaudų džiovykla	TL-A-1-16-2015	2005-12-02	2015-10-16				Miskininku 17  LT-62200 Alytus		LT-62200	Alytus	LT	54.2	24.4	20-Combustion of fuels	Daiva Velykiene						7791	4104	5844	4508	5843	3842	3963	2053	3962	1910	3962	1995	9439	1538	7457	1373	1207	1513	1080	1394	956	1026	0		0		0		0		0		
Lithuania	100-Holding Account	UAB Idavang Pasodėlė 	32	301469530	open	Account holder	UAB Idavang Pasodėlė	Pasodėlės k., Krekenavos sen.		LT-38300	Panevėžio r. sav.	Lithuania	32	Katilinė	P1-1-013	2005-12-02					Pasodeles k. Krekenavos sen. Panevezio raj.sav.    LT-38300		LT-38300	Pasodeles k.	LT	0	0	20-Combustion of fuels							11354	6587	8516	4067	8515	3706	4664	1272	4664	0	4664	0	4663	0	4663	0	2099	0	1879	0	1664	0	1457		1255		1059		870		688		
Lithuania	100-Holding Account	AB Klaipedos mediena 	33	240616710	open	Account holder	AB Klaipedos mediena	Liepu 68  LT-92100 Klaipeda		LT-92100	Klaipeda	Lithuania	33	Katilinė	11-2-30-127-2008-TL-KL-1-22-2015	2005-12-02					Liepu g. 68  Klaipeda		LT-92100	Klaipeda	LT	55.7	21.1	20-Combustion of fuels							27202	17640	20402	9192	20401	7792	24390	5459	24390	4463	24390	5977	24390	13393	28551	13774	15324	4635	15057	4554	14788	2308	14516		14242		13964		13683		13400		
Lithuania	100-Holding Account	UAB Matuizu plytine 	35	184589363	open	Account holder	UAB Matuizu plytine	Vilniaus g. 11  LT-65487 Senoji Varena		LT-65487	Senoji Varena	Lithuania	35	Katilinė	VR-19-II	2005-12-02					LT-65071 Matuizos  Varenos r.		LT-65071	Matuizos	LT	0	0	20-Combustion of fuels							10080	2138	7560	763	7559	3299	13962	757	14912	0	14912	0	14911	0	14911	0	6912	0	6539	0	6173	0	5817		5467		5126		4793		4469		
Lithuania	100-Holding Account	AB Jonavos silumos tinklai 	36	156737189	open	Account holder	AB Jonavos silumos tinklai	Klaipedos 8  LT55169 Jonava		LT-55169	Jonava	Lithuania	36	Jonavos RK	2-3	2005-12-02					Klaipedos g. 8  LT-55169		LT-55169	Jonava	LT	0	0	20-Combustion of fuels							41250	32048	30938	30039	30937	32330	28262	34642	28262	35090	28262	35301	28261	30824	28261	30385	25493	17179	22814	7898	20207	5447	17680		15230		12861		10567		8360		
Lithuania	100-Holding Account	AB Jonavos silumos tinklai 	37	156737189	open	Account holder	AB Jonavos silumos tinklai	Klaipedos 8  LT55169 Jonava		LT-55169	Jonava	Lithuania	37	Girelės RK	2-55	2005-12-02					Ukmerges g. 11  LT-55101		LT-55169	Jonava	LT	0	0	20-Combustion of fuels							11505	8300	8629	9743	8629	4532	8533	235	8533	261	8533	559	8532	199	8532	0	6223	574	5362	63	4749	80	4155		3580		3022		2483		1965		
Lithuania	100-Holding Account	UAB Mazeikiu silumos tinklai 	38	166901968	open	Account holder	UAB Mazeikiu silumos tinklai	Montuotoju g. 10  LT-89101		LT-89101	Mazeikiai	Lithuania	38	Mažeikių katilinė	T-S-4-4-2014	2005-12-02					Montuotoju g. 7		LT-89101	Mazeikiai	LT	0	0	20-Combustion of fuels							70791	30203	53409	27317	53228	20891	43068	14184	43068	12497	43068	16790	43068	7131	43068	5739	27110	4528	24261	1075	21489	277	18802		16197		13676		11237		8890		
Lithuania	100-Holding Account	UAB Raseiniu silumos tinklai 	39	172412113	open	Account holder	UAB Raseiniu silumos tinklai	Pienines g. 2  LT-60133 Raseiniai		LT-60133	Raseiniai	Lithuania	39	Katilinė	TL-K-7-3-2014	2005-12-02					zemaiciu g. 9  LT-60001 Raseiniai		LT-60001	Raseiniai	LT	61.3	44.4	20-Combustion of fuels							14541	13307	10905	12885	10905	10246	8818	2424	8818	1568	8817	3694	8817	1682	8817	1673	7427	5572	6129	1732	5289	263	4627		3985		3366		2765		2188		
Lithuania	100-Holding Account	UAB Ukmerges siluma 	40	182714850	closed	Account holder	UAB Ukmerges siluma	Sviesos g. 17, LT-20177 Ukmerge		LT-20177	Ukmerge	Lithuania	40	Ukmerges katiline Nr1	1-EN5	2005-12-02	2012-12-19		UAB Ukmerges siluma		Sviesos g.17  LT-20177 Ukmerge		LT-20177	Ukmerge	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW							17690	6441	13268	6468	13267	6300	5942	6290	5942	6065	5941	3734	5941	5738	5941	5568																	
Lithuania	100-Holding Account	UAB Miesto energija 	41	183204042	closed	Account holder	UAB Miesto energija	sviesos g.17  LT-20177 Ukmerge		LT-20177	Ukmerge	Lithuania	41	Klaipedos katiline Nr.7	4-EN6	2005-12-02	2012-05-10				sviesos g.17  LT-20177 Ukmerge		LT-20177	Ukmerge	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Lauras Mataitis	Metalo g. 16  LT-94102 Klaipeda		LT-94102	Klaipeda	LT	40200	31643	30150	32884	30150	33245		0		0		0	0	0																			
Lithuania	100-Holding Account	UAB Moletu siluma 	42	167610175	open	Account holder	UAB Moletu siluma	Mechanizatoriu g. 7  LT-33114 Moletai		LT-33114	Moletai	Lithuania	42	Molėtų kv. katilinė	TM-2-17	2005-12-02			UAB  Moletu siluma		Mechanizatoriu g. 7  LT-33114 Moletai		LT-33114	Moletai	LT	55.13	25.24	20-Combustion of fuels							10732	147	8050	181	8049	141	6963	5	6963	72	8323	9	7643	74	7643	0	4732	0	4234	40	3751	40	3282		2827		2387		1961		1551		
Lithuania	100-Holding Account	UAB Silutes silumos tinklai 	43	177217875	open	Account holder	UAB Silutes silumos tinklai	Klaipedosg 6A   LT-99116 silute		LT-99116	silute	Lithuania	43	Šilutės RK	11-2-38-24-2005	2005-12-02					Klaipedos g 6A  silute		LT-99116	silute	LT	55.3	21.4	20-Combustion of fuels							27747	17520	20811	18300	20811	13426	18727	5782	18727	5581	18726	7319	18726	2415	18726	3308	13006	2020	11640	14	10310	486	9020		7770		6561		5391		4265		
Lithuania	100-Holding Account	UAB Vilniaus energija 	44	11176831	open	Account holder	UAB Vilniaus energija	Jocioniu g. 13   LT-02300 Vilnius		LT-02300	Vilnius	Lithuania	44	Termofikacinė elektrinė Nr. 2 (E-2)	T-V-7-1-2014	2005-12-02					Elektrinės g. 2		LT-03150	Vilnius	LT	57.9	60.5	20-Combustion of fuels							460551	259894	345414	425274	345413	395362	412234	365815	412234	339899	412233	326494	507560	305033	461733	362067	31890427587****	328795	28538825420****	257041	25282423055****	196650	221290		190746		161193		132594		105023		
Lithuania	100-Holding Account	UAB Vilniaus energija 	45	11176831	open	Account holder	UAB Vilniaus energija	Jocioniu g. 13   LT-02300 Vilnius		LT-02300	Vilnius	Lithuania	45	Termofikacinė elektrinė Nr. 3 (E-3)	T-V-7-5-2014	2005-12-02					Jocioniu g. 13  LT-02300 Vilnius		LT-02300	Vilnius	LT	57.4	60.5	20-Combustion of fuels							1425904	701461	1069428	393917	1069428	406025	599579	378883	599578	412733	599578	487109	599578	368613	599578	297312	208780	294442	173281	207438	153195	193319	134087		115580		97672		80343		63637		
Lithuania	100-Holding Account	UAB Vilniaus energija 	46	11176831	open	Account holder	UAB Vilniaus energija	Jocioniu g. 13   LT-02300 Vilnius		LT-02300	Vilnius	Lithuania	46	Naujosios Vilnios rajoninė katilinė Nr.2 (RK-2)	TL-V-7-22-2015	2005-12-02					Pramones g. 95  LT-11115 Vilnius		LT-11115	Vilnius	LT	59.2	60.6	20-Combustion of fuels							29280	19924	21960	20582	21960	19725	18898	18327	18898	18543	18898	19510	18897	13001	26017	4567	15015	4792	13438	5820	11902	4358	10414		8971		7575		6224		4924		
Lithuania	100-Holding Account	UAB Vilniaus energija 	47	11176831	closed	Account holder	UAB Vilniaus energija	Jocioniu g. 13   LT-02300 Vilnius		LT-02300	Vilnius	Lithuania	47	Vilniaus RK-6	1-EN12	2005-12-02					Paplaujos g. 9 A		LT-11342	Vilnius	LT	0	0	1-Combustion installations with a rated thermal input exceeding 20 MW	Algimantas Staskus	Misko g. 8  LT-38184 Dembava  Panevezio r.		LT-38184	Panevezio r.	LT	9000	6029	6750	0	6750	0		0				Not Reported																					
Lithuania	100-Holding Account	UAB Vilniaus energija 	48	11176831	open	Account holder	UAB Vilniaus energija	Jocioniu g. 13   LT-02300 Vilnius		LT-02300	Vilnius	Lithuania	48	Ateities rajoninė katilinė Nr.8 (RK-8)	T-V-7-6-2014	2005-12-02					Ateities g. 12  LT-08303 Vilnius		LT-08303	Vilnius	LT	58.1	60.6	20-Combustion of fuels							63000	4077	47250	3053	47250	27	17944	4	17944	2	17944	3	17944	6	17944	4322	1155	847	1021	4312	904	863	791		682		576		473		374		
